"","YEAR","SITE","ZONE","Functional_Group","N","MEAN","SD","SE"
"29",2016,"Cape Johnson",10,"Diatom Layer",6,0.0277777777777778,0.402538242949707,0.164335549530545
"30",2016,"Cape Johnson",10,"Eelgrass_Surfgrass",6,0,0,0
"31",2016,"Cape Johnson",10,"Encrusting Species",6,0.120967741935484,0.798753581575122,0.326089784179931
"32",2016,"Cape Johnson",10,"Green algae",6,0,0,0
"33",2016,"Cape Johnson",10,"Mobile Invertebrate",6,0,0,0
"34",2016,"Cape Johnson",10,"Non-living Substrate",6,0.0937275985663082,0.713902244708481,0.291449370960552
"35",2016,"Cape Johnson",10,"Non-mobile Invertebrate",6,0.0111111111111111,0.256760444628697,0.104822012578407
"36",2016,"Cape Johnson",10,"Red Algae",6,0.741039426523297,1.07303306993211,0.438063916410973
"37",2016,"Destruction Island",5,"Brown Algae",4,0.235416666666667,0.848517907229358,0.424258953614679
"38",2016,"Destruction Island",5,"Diatom Layer",4,0,0,0
"39",2016,"Destruction Island",5,"Eelgrass_Surfgrass",4,0.183333333333333,0.773879117749593,0.386939558874797
"40",2016,"Destruction Island",5,"Encrusting Species",4,0.0666666666666667,0.498887651569859,0.249443825784929
"41",2016,"Destruction Island",5,"Green algae",4,0,0,0
"42",2016,"Destruction Island",5,"Mobile Invertebrate",4,0,0,0
"43",2016,"Destruction Island",5,"Non-living Substrate",4,0.0625,0.484122918275927,0.242061459137964
"44",2016,"Destruction Island",5,"Non-mobile Invertebrate",4,0.0666666666666667,0.498887651569859,0.249443825784929
"45",2016,"Destruction Island",5,"Red Algae",4,0.385416666666667,0.973387198851972,0.486693599425986
"46",2016,"Destruction Island",10,"Brown Algae",6,0.0111111111111111,0.256760444628697,0.104822012578407
"47",2016,"Destruction Island",10,"Diatom Layer",6,0,0,0
"48",2016,"Destruction Island",10,"Eelgrass_Surfgrass",6,0,0,0
"49",2016,"Destruction Island",10,"Encrusting Species",6,0.0944444444444444,0.716343596431313,0.292446048627819
"50",2016,"Destruction Island",10,"Green algae",6,0,0,0
"51",2016,"Destruction Island",10,"Mobile Invertebrate",6,0.00555555555555556,0.18206632897971,0.0743282675569981
"52",2016,"Destruction Island",10,"Non-living Substrate",6,0.145402298850575,0.86345979758021,0.352505986246394
"53",2016,"Destruction Island",10,"Non-mobile Invertebrate",6,0.205555555555556,0.989855956599148,0.404107002087074
"54",2016,"Destruction Island",10,"Red Algae",6,0.537931034482759,1.22121555007231,0.498559160604905
"55",2016,"Neah Bay",5,"Brown Algae",4,0.3,0.916515138991168,0.458257569495584
"56",2016,"Neah Bay",5,"Diatom Layer",4,0,0,0
"57",2016,"Neah Bay",5,"Eelgrass_Surfgrass",4,0.0166666666666667,0.25603819159562,0.12801909579781
"58",2016,"Neah Bay",5,"Encrusting Species",4,0.116666666666667,0.642045342808607,0.321022671404304
"59",2016,"Neah Bay",5,"Green algae",4,0,0,0
"60",2016,"Neah Bay",5,"Mobile Invertebrate",4,0,0,0
"61",2016,"Neah Bay",5,"Non-living Substrate",4,0.266666666666667,0.884433277428107,0.442216638714053
"62",2016,"Neah Bay",5,"Non-mobile Invertebrate",4,0.0166666666666667,0.25603819159562,0.12801909579781
"63",2016,"Neah Bay",5,"Red Algae",4,0.283333333333333,0.901233722306385,0.450616861153192
"64",2016,"Neah Bay",10,"Brown Algae",6,0.431720430107527,1.21327136371539,0.495315960105566
"65",2016,"Neah Bay",10,"Diatom Layer",6,0,0,0
"66",2016,"Neah Bay",10,"Eelgrass_Surfgrass",6,0,0,0
"67",2016,"Neah Bay",10,"Encrusting Species",6,0.0550179211469534,0.558520990650957,0.228015239621436
"68",2016,"Neah Bay",10,"Green algae",6,0,0,0
"69",2016,"Neah Bay",10,"Mobile Invertebrate",6,0,0,0
"70",2016,"Neah Bay",10,"Non-living Substrate",6,0.0775985663082437,0.655333634792915,0.267538836087677
"71",2016,"Neah Bay",10,"Non-mobile Invertebrate",6,0,0,0
"72",2016,"Neah Bay",10,"Red Algae",6,0.435663082437276,1.21456352910466,0.495843484416733
"73",2016,"Tatoosh Island",5,"Brown Algae",6,0.160035842293907,0.898079188519097,0.366639293414095
"74",2016,"Tatoosh Island",5,"Diatom Layer",6,0,0,0
"75",2016,"Tatoosh Island",5,"Eelgrass_Surfgrass",6,0,0,0
"76",2016,"Tatoosh Island",5,"Encrusting Species",6,0.353942652329749,1.17132553423427,0.47819164692781
"77",2016,"Tatoosh Island",5,"Green algae",6,0,0,0
"78",2016,"Tatoosh Island",5,"Mobile Invertebrate",6,0,0,0
"79",2016,"Tatoosh Island",5,"Non-living Substrate",6,0,0,0
"80",2016,"Tatoosh Island",5,"Non-mobile Invertebrate",6,0.275448028673835,1.09428445709569,0.44673975889049
"81",2016,"Tatoosh Island",5,"Red Algae",6,0.210573476702509,0.998696012644269,0.407715939855099
"82",2016,"Tatoosh Island",10,"Brown Algae",2,0.439655172413793,0.701938033993872,0.49634514380982
"83",2016,"Tatoosh Island",10,"Diatom Layer",2,0,0,0
"84",2016,"Tatoosh Island",10,"Eelgrass_Surfgrass",2,0,0,0
"85",2016,"Tatoosh Island",10,"Encrusting Species",2,0.136781609195402,0.485947323444257,0.343616647706886
"86",2016,"Tatoosh Island",10,"Green algae",2,0,0,0
"87",2016,"Tatoosh Island",10,"Mobile Invertebrate",2,0,0,0
"88",2016,"Tatoosh Island",10,"Non-living Substrate",2,0.0505747126436782,0.309893243181221,0.219127613697333
"89",2016,"Tatoosh Island",10,"Non-mobile Invertebrate",2,0.067816091954023,0.355575785525692,0.25143004917095
"90",2016,"Tatoosh Island",10,"Red Algae",2,0.305172413793103,0.651217646647869,0.460480413973053
"91",2017,"Cape Alava",5,"Brown Algae",8,0.114300202839757,0.899936293169898,0.31817552776816
"92",2017,"Cape Alava",5,"Diatom Layer",8,0,0,0
"93",2017,"Cape Alava",5,"Eelgrass_Surfgrass",8,0.00431034482758621,0.185294700519006,0.0655115696274598
"94",2017,"Cape Alava",5,"Encrusting Species",8,0.0656862745098039,0.7006944432537,0.247732896182212
"95",2017,"Cape Alava",5,"Green algae",8,0,0,0
"96",2017,"Cape Alava",5,"Mobile Invertebrate",8,0.00431034482758621,0.185294700519006,0.0655115696274598
"97",2017,"Cape Alava",5,"Non-living Substrate",8,0.0860294117647059,0.793112108474582,0.280407475071769
"98",2017,"Cape Alava",5,"Non-mobile Invertebrate",8,0.0573529411764706,0.65765389873324,0.232515765734023
"99",2017,"Cape Alava",5,"Red Algae",8,0.668010480054091,1.33198341909198,0.47092725403399
"100",2017,"Cape Alava",10,"Brown Algae",12,0.0361111111111111,0.646285683877637,0.186566606780078
"101",2017,"Cape Alava",10,"Diatom Layer",12,0,0,0
"102",2017,"Cape Alava",10,"Eelgrass_Surfgrass",12,0,0,0
"103",2017,"Cape Alava",10,"Encrusting Species",12,0.102777777777778,1.05193824632156,0.303668414842307
"104",2017,"Cape Alava",10,"Green algae",12,0,0,0
"105",2017,"Cape Alava",10,"Mobile Invertebrate",12,0,0,0
"106",2017,"Cape Alava",10,"Non-living Substrate",12,0.0361111111111111,0.646285683877637,0.186566606780078
"107",2017,"Cape Alava",10,"Non-mobile Invertebrate",12,0.197222222222222,1.37837128793638,0.397901517066661
"108",2017,"Cape Alava",10,"Red Algae",12,0.627777777777778,1.67453697303884,0.483397186075977
"109",2017,"Cape Johnson",5,"Brown Algae",8,0.0333333333333333,0.507718207057594,0.17950549357115
"110",2017,"Cape Johnson",5,"Diatom Layer",8,0,0,0
"111",2017,"Cape Johnson",5,"Eelgrass_Surfgrass",8,0,0,0
"112",2017,"Cape Johnson",5,"Encrusting Species",8,0.2125,1.15704364654061,0.409076704298839
"113",2017,"Cape Johnson",5,"Green algae",8,0,0,0
"114",2017,"Cape Johnson",5,"Mobile Invertebrate",8,0,0,0
"115",2017,"Cape Johnson",5,"Non-living Substrate",8,0.0791666666666667,0.763671686292247,0.269998713988707
"116",2017,"Cape Johnson",5,"Non-mobile Invertebrate",8,0.0291666666666667,0.475949343709788,0.168273504219239
"117",2017,"Cape Johnson",5,"Red Algae",8,0.645833333333333,1.35272359006233,0.478260011802042
"118",2017,"Cape Johnson",10,"Brown Algae",8,0.0416666666666667,0.565194165260439,0.199826313471363
"119",2017,"Cape Johnson",10,"Diatom Layer",8,0,0,0
"120",2017,"Cape Johnson",10,"Eelgrass_Surfgrass",8,0,0,0
"121",2017,"Cape Johnson",10,"Encrusting Species",8,0.270833333333333,1.25692526074986,0.444390187660449
"122",2017,"Cape Johnson",10,"Green algae",8,0,0,0
"123",2017,"Cape Johnson",10,"Mobile Invertebrate",8,0,0,0
"124",2017,"Cape Johnson",10,"Non-living Substrate",8,0.116666666666667,0.907989231458416,0.321022671404304
"125",2017,"Cape Johnson",10,"Non-mobile Invertebrate",8,0.00416666666666667,0.182193425908962,0.0644151034739179
"126",2017,"Cape Johnson",10,"Red Algae",8,0.566666666666667,1.40158640277524,0.495535624910617
"127",2017,"Destruction Island",5,"Brown Algae",8,0.229166666666667,1.18877855147393,0.420296687538167
"128",2017,"Destruction Island",5,"Diatom Layer",8,0,0,0
"129",2017,"Destruction Island",5,"Eelgrass_Surfgrass",8,0,0,0
"130",2017,"Destruction Island",5,"Encrusting Species",8,0.0672619047619048,0.7084503704831,0.250475030551361
"131",2017,"Destruction Island",5,"Green algae",8,0.00416666666666667,0.182193425908962,0.0644151034739179
"132",2017,"Destruction Island",5,"Mobile Invertebrate",8,0,0,0
"133",2017,"Destruction Island",5,"Non-living Substrate",8,0.025,0.441588043316392,0.15612494995996
"134",2017,"Destruction Island",5,"Non-mobile Invertebrate",8,0.1375,0.974037986938908,0.344374432848898
"135",2017,"Destruction Island",5,"Red Algae",8,0.536904761904762,1.41035609276169,0.498636178539777
"136",2017,"Neah Bay",5,"Brown Algae",8,0.229741379310345,1.18982445072515,0.420666468764656
"137",2017,"Neah Bay",5,"Diatom Layer",8,0.121695402298851,0.924708089542517,0.326933680366785
"138",2017,"Neah Bay",5,"Eelgrass_Surfgrass",8,0.0291666666666667,0.475949343709788,0.168273504219239
"139",2017,"Neah Bay",5,"Encrusting Species",8,0.171551724137931,1.06628975455355,0.376990358077278
"140",2017,"Neah Bay",5,"Green algae",8,0.00416666666666667,0.182193425908962,0.0644151034739179
"141",2017,"Neah Bay",5,"Mobile Invertebrate",8,0,0,0
"142",2017,"Neah Bay",5,"Non-living Substrate",8,0.133477011494253,0.961918495078729,0.340089545409464
"143",2017,"Neah Bay",5,"Non-mobile Invertebrate",8,0.0461206896551724,0.593252537396368,0.209746446074549
"144",2017,"Neah Bay",5,"Red Algae",8,0.264080459770115,1.2468904379703,0.44084234204273
"145",2017,"Neah Bay",10,"Brown Algae",8,0.166666666666667,1.05409255338946,0.372677996249965
"146",2017,"Neah Bay",10,"Diatom Layer",8,0.00833333333333333,0.257120810342359,0.0909059342886309
"147",2017,"Neah Bay",10,"Eelgrass_Surfgrass",8,0,0,0
"148",2017,"Neah Bay",10,"Encrusting Species",8,0.108333333333333,0.87907779961604,0.310800936649525
"149",2017,"Neah Bay",10,"Green algae",8,0,0,0
"150",2017,"Neah Bay",10,"Mobile Invertebrate",8,0,0,0
"151",2017,"Neah Bay",10,"Non-living Substrate",8,0.0541666666666667,0.640203960555627,0.226346280925684
"152",2017,"Neah Bay",10,"Non-mobile Invertebrate",8,0.145833333333333,0.998262379225912,0.352939048877029
"153",2017,"Neah Bay",10,"Red Algae",8,0.516666666666667,1.41342766980761,0.499722145018832
"154",2017,"Tatoosh Island",5,"Brown Algae",6,0.338888888888889,1.1594219504819,0.473332029210514
"155",2017,"Tatoosh Island",5,"Diatom Layer",6,0,0,0
"156",2017,"Tatoosh Island",5,"Eelgrass_Surfgrass",6,0.00555555555555556,0.18206632897971,0.0743282675569981
"157",2017,"Tatoosh Island",5,"Encrusting Species",6,0.261111111111111,1.07591477013404,0.439240365592044
"158",2017,"Tatoosh Island",5,"Green algae",6,0,0,0
"159",2017,"Tatoosh Island",5,"Mobile Invertebrate",6,0.0111111111111111,0.256760444628697,0.104822012578407
"160",2017,"Tatoosh Island",5,"Non-living Substrate",6,0.00555555555555556,0.18206632897971,0.0743282675569981
"161",2017,"Tatoosh Island",5,"Non-mobile Invertebrate",6,0.211111111111111,0.99962956101711,0.408097059382377
"162",2017,"Tatoosh Island",5,"Red Algae",6,0.166666666666667,0.912870929175277,0.372677996249965
"163",2017,"Tatoosh Island",10,"Brown Algae",7,0.128735632183908,0.886080912970606,0.33490710531447
"164",2017,"Tatoosh Island",10,"Diatom Layer",7,0,0,0
"165",2017,"Tatoosh Island",10,"Eelgrass_Surfgrass",7,0,0,0
"166",2017,"Tatoosh Island",10,"Encrusting Species",7,0.258292282430213,1.15803352925139,0.437695532610517
"167",2017,"Tatoosh Island",10,"Green algae",7,0,0,0
"168",2017,"Tatoosh Island",10,"Mobile Invertebrate",7,0,0,0
"169",2017,"Tatoosh Island",10,"Non-living Substrate",7,0.0144499178981938,0.315733787226683,0.119336154500341
"170",2017,"Tatoosh Island",10,"Non-mobile Invertebrate",7,0.148768472906404,0.941517339526205,0.355860105063072
"171",2017,"Tatoosh Island",10,"Red Algae",7,0.449753694581281,1.31617900057036,0.497468902336386
"172",2018,"Cape Alava",5,"Brown Algae",8,0.254166666666667,1.2314738234237,0.43539174569831
"173",2018,"Cape Alava",5,"Diatom Layer",8,0,0,0
"174",2018,"Cape Alava",5,"Eelgrass_Surfgrass",8,0,0,0
"175",2018,"Cape Alava",5,"Encrusting Species",8,0.145833333333333,0.998262379225912,0.352939048877029
"176",2018,"Cape Alava",5,"Green algae",8,0,0,0
"177",2018,"Cape Alava",5,"Mobile Invertebrate",8,0,0,0
"178",2018,"Cape Alava",5,"Non-living Substrate",8,0.00833333333333333,0.257120810342359,0.0909059342886309
"179",2018,"Cape Alava",5,"Non-mobile Invertebrate",8,0.0833333333333333,0.781735959970572,0.276385399196283
"180",2018,"Cape Alava",5,"Red Algae",8,0.508333333333333,1.41401713018069,0.499930550732355
"181",2018,"Cape Alava",10,"Brown Algae",8,0.0708333333333333,0.725622338257153,0.256546237981036
"182",2018,"Cape Alava",10,"Diatom Layer",8,0,0,0
"183",2018,"Cape Alava",10,"Eelgrass_Surfgrass",8,0,0,0
"184",2018,"Cape Alava",10,"Encrusting Species",8,0.0875,0.799218368157289,0.282566363886433
"185",2018,"Cape Alava",10,"Green algae",8,0,0,0
"186",2018,"Cape Alava",10,"Mobile Invertebrate",8,0,0,0
"187",2018,"Cape Alava",10,"Non-living Substrate",8,0.0541666666666667,0.640203960555627,0.226346280925684
"188",2018,"Cape Alava",10,"Non-mobile Invertebrate",8,0.1625,1.04343183773546,0.368908864084343
"189",2018,"Cape Alava",10,"Red Algae",8,0.625,1.36930639376292,0.484122918275927
"190",2018,"Cape Johnson",5,"Brown Algae",8,0.0375,0.537354631505117,0.189983551919633
"191",2018,"Cape Johnson",5,"Diatom Layer",8,0,0,0
"192",2018,"Cape Johnson",5,"Eelgrass_Surfgrass",8,0.00416666666666667,0.182193425908962,0.0644151034739179
"193",2018,"Cape Johnson",5,"Encrusting Species",8,0.260752688172043,1.24180746908076,0.439045241157556
"194",2018,"Cape Johnson",5,"Green algae",8,0,0,0
"195",2018,"Cape Johnson",5,"Mobile Invertebrate",8,0,0,0
"196",2018,"Cape Johnson",5,"Non-living Substrate",8,0.141129032258065,0.984729926475139,0.348154604323951
"197",2018,"Cape Johnson",5,"Non-mobile Invertebrate",8,0.0497311827956989,0.614869041363702,0.217389034344973
"198",2018,"Cape Johnson",5,"Red Algae",8,0.506720430107527,1.41408581300901,0.499954833779182
"199",2018,"Cape Johnson",10,"Brown Algae",7,0.0476190476190476,0.563436169819011,0.21295885499998
"200",2018,"Cape Johnson",10,"Diatom Layer",7,0,0,0
"201",2018,"Cape Johnson",10,"Eelgrass_Surfgrass",7,0,0,0
"202",2018,"Cape Johnson",10,"Encrusting Species",7,0.161904761904762,0.974598004225983,0.368363421063118
"203",2018,"Cape Johnson",10,"Green algae",7,0,0,0
"204",2018,"Cape Johnson",10,"Mobile Invertebrate",7,0,0,0
"205",2018,"Cape Johnson",10,"Non-living Substrate",7,0.157142857142857,0.962882577027364,0.363935405795914
"206",2018,"Cape Johnson",10,"Non-mobile Invertebrate",7,0.0428571428571429,0.535857123814601,0.202534955410826
"207",2018,"Cape Johnson",10,"Red Algae",7,0.59047619047619,1.30103743708566,0.491745929273356
"208",2018,"Destruction Island",5,"Brown Algae",8,0.222270114942529,1.17597996903336,0.415771705321519
"209",2018,"Destruction Island",5,"Diatom Layer",8,0,0,0
"210",2018,"Destruction Island",5,"Eelgrass_Surfgrass",8,0.0291666666666667,0.475949343709788,0.168273504219239
"211",2018,"Destruction Island",5,"Encrusting Species",8,0.108908045977011,0.881122391037616,0.311523808879001
"212",2018,"Destruction Island",5,"Green algae",8,0.00416666666666667,0.182193425908962,0.0644151034739179
"213",2018,"Destruction Island",5,"Mobile Invertebrate",8,0,0,0
"214",2018,"Destruction Island",5,"Non-living Substrate",8,0,0,0
"215",2018,"Destruction Island",5,"Non-mobile Invertebrate",8,0.075,0.744983221287567,0.263391343821318
"216",2018,"Destruction Island",5,"Red Algae",8,0.560488505747126,1.4038266008948,0.496327654551386
"217",2018,"Destruction Island",10,"Brown Algae",7,0.0142857142857143,0.31396087108337,0.118666055184544
"218",2018,"Destruction Island",10,"Diatom Layer",7,0,0,0
"219",2018,"Destruction Island",10,"Eelgrass_Surfgrass",7,0,0,0
"220",2018,"Destruction Island",10,"Encrusting Species",7,0.158843537414966,0.967101792085644,0.36553011919193
"221",2018,"Destruction Island",10,"Green algae",7,0,0,0
"222",2018,"Destruction Island",10,"Mobile Invertebrate",7,0.00476190476190476,0.182138966656241,0.0688420585466712
"223",2018,"Destruction Island",10,"Non-living Substrate",7,0.063265306122449,0.644080468688325,0.243439534923319
"224",2018,"Destruction Island",10,"Non-mobile Invertebrate",7,0.212925170068027,1.08310493219111,0.409375184909307
"225",2018,"Destruction Island",10,"Red Algae",7,0.545918367346939,1.31728528602628,0.497887038935732
"226",2018,"Neah Bay",5,"Brown Algae",7,0.519047619047619,1.32191539724005,0.499637056480618
"227",2018,"Neah Bay",5,"Diatom Layer",7,0,0,0
"228",2018,"Neah Bay",5,"Eelgrass_Surfgrass",7,0.0142857142857143,0.31396087108337,0.118666055184544
"229",2018,"Neah Bay",5,"Encrusting Species",7,0.138095238095238,0.912783984946385,0.344999917841523
"230",2018,"Neah Bay",5,"Green algae",7,0,0,0
"231",2018,"Neah Bay",5,"Mobile Invertebrate",7,0,0,0
"232",2018,"Neah Bay",5,"Non-living Substrate",7,0.0523809523809524,0.589457646875768,0.222794048862659
"233",2018,"Neah Bay",5,"Non-mobile Invertebrate",7,0.00476190476190476,0.182138966656241,0.0688420585466712
"234",2018,"Neah Bay",5,"Red Algae",7,0.271428571428571,1.17655671953617,0.444696640464954
"235",2018,"Neah Bay",10,"Brown Algae",8,0.404166666666667,1.3879941562477,0.490730040065026
"236",2018,"Neah Bay",10,"Diatom Layer",8,0,0,0
"237",2018,"Neah Bay",10,"Eelgrass_Surfgrass",8,0,0,0
"238",2018,"Neah Bay",10,"Encrusting Species",8,0.025,0.441588043316392,0.15612494995996
"239",2018,"Neah Bay",10,"Green algae",8,0,0,0
"240",2018,"Neah Bay",10,"Mobile Invertebrate",8,0,0,0
"241",2018,"Neah Bay",10,"Non-living Substrate",8,0.15,1.00995049383621,0.357071421427142
"242",2018,"Neah Bay",10,"Non-mobile Invertebrate",8,0.00416666666666667,0.182193425908962,0.0644151034739179
"243",2018,"Neah Bay",10,"Red Algae",8,0.416666666666667,1.39443337755679,0.493006648591635
"244",2018,"Tatoosh Island",5,"Brown Algae",8,0.4875,1.41377155155987,0.499843725578305
"245",2018,"Tatoosh Island",5,"Diatom Layer",8,0,0,0
"246",2018,"Tatoosh Island",5,"Eelgrass_Surfgrass",8,0,0,0
"247",2018,"Tatoosh Island",5,"Encrusting Species",8,0.254166666666667,1.2314738234237,0.43539174569831
"248",2018,"Tatoosh Island",5,"Green algae",8,0,0,0
"249",2018,"Tatoosh Island",5,"Mobile Invertebrate",8,0,0,0
"250",2018,"Tatoosh Island",5,"Non-living Substrate",8,0.00833333333333333,0.257120810342359,0.0909059342886309
"251",2018,"Tatoosh Island",5,"Non-mobile Invertebrate",8,0.0375,0.537354631505117,0.189983551919633
"252",2018,"Tatoosh Island",5,"Red Algae",8,0.2125,1.15704364654061,0.409076704298839
"253",2018,"Tatoosh Island",10,"Brown Algae",7,0.171428571428571,0.99713876380658,0.376883027379226
"254",2018,"Tatoosh Island",10,"Diatom Layer",7,0,0,0
"255",2018,"Tatoosh Island",10,"Eelgrass_Surfgrass",7,0,0,0
"256",2018,"Tatoosh Island",10,"Encrusting Species",7,0.361904761904762,1.27141965397265,0.480551459487347
"257",2018,"Tatoosh Island",10,"Green algae",7,0,0,0
"258",2018,"Tatoosh Island",10,"Mobile Invertebrate",7,0,0,0
"259",2018,"Tatoosh Island",10,"Non-living Substrate",7,0.0761904761904762,0.701924791340506,0.265302633851126
"260",2018,"Tatoosh Island",10,"Non-mobile Invertebrate",7,0.0428571428571429,0.535857123814601,0.202534955410826
"261",2018,"Tatoosh Island",10,"Red Algae",7,0.347619047619048,1.25994456920149,0.476214285119077
"262",2019,"Cape Alava",5,"Brown Algae",8,0.191666666666667,1.11330339281098,0.393612189287318
"263",2019,"Cape Alava",5,"Diatom Layer",8,0,0,0
"264",2019,"Cape Alava",5,"Eelgrass_Surfgrass",8,0,0,0
"265",2019,"Cape Alava",5,"Encrusting Species",8,0.0833333333333333,0.781735959970572,0.276385399196283
"266",2019,"Cape Alava",5,"Green algae",8,0,0,0
"267",2019,"Cape Alava",5,"Mobile Invertebrate",8,0,0,0
"268",2019,"Cape Alava",5,"Non-living Substrate",8,0,0,0
"269",2019,"Cape Alava",5,"Non-mobile Invertebrate",8,0,0,0
"270",2019,"Cape Alava",5,"Red Algae",8,0.725,1.26293309403151,0.446514277487294
"271",2019,"Cape Alava",10,"Brown Algae",8,0.0125,0.314245127249413,0.111102430216445
"272",2019,"Cape Alava",10,"Diatom Layer",8,0,0,0
"273",2019,"Cape Alava",10,"Eelgrass_Surfgrass",8,0,0,0
"274",2019,"Cape Alava",10,"Encrusting Species",8,0.126005747126437,0.938630060535226,0.331855840414999
"275",2019,"Cape Alava",10,"Green algae",8,0,0,0
"276",2019,"Cape Alava",10,"Mobile Invertebrate",8,0,0,0
"277",2019,"Cape Alava",10,"Non-living Substrate",8,0.0541666666666667,0.640203960555627,0.226346280925684
"278",2019,"Cape Alava",10,"Non-mobile Invertebrate",8,0.11264367816092,0.894226279780677,0.316156733174068
"279",2019,"Cape Alava",10,"Red Algae",8,0.694683908045977,1.30260715781219,0.460541177255569
"280",2019,"Cape Johnson",5,"Brown Algae",8,0.0375,0.537354631505117,0.189983551919633
"281",2019,"Cape Johnson",5,"Diatom Layer",8,0,0,0
"282",2019,"Cape Johnson",5,"Eelgrass_Surfgrass",8,0,0,0
"283",2019,"Cape Johnson",5,"Encrusting Species",8,0.3,1.29614813968157,0.458257569495584
"284",2019,"Cape Johnson",5,"Green algae",8,0,0,0
"285",2019,"Cape Johnson",5,"Mobile Invertebrate",8,0,0,0
"286",2019,"Cape Johnson",5,"Non-living Substrate",8,0.0708333333333333,0.725622338257153,0.256546237981036
"287",2019,"Cape Johnson",5,"Non-mobile Invertebrate",8,0.05,0.616441400296898,0.217944947177034
"288",2019,"Cape Johnson",5,"Red Algae",8,0.541666666666667,1.40929454377398,0.498260864295892
"289",2019,"Cape Johnson",10,"Brown Algae",7,0.019047619047619,0.361654048496143,0.136692381851498
"290",2019,"Cape Johnson",10,"Diatom Layer",7,0,0,0
"291",2019,"Cape Johnson",10,"Eelgrass_Surfgrass",7,0,0,0
"292",2019,"Cape Johnson",10,"Encrusting Species",7,0.133333333333333,0.89938250421547,0.339934634239519
"293",2019,"Cape Johnson",10,"Green algae",7,0,0,0
"294",2019,"Cape Johnson",10,"Mobile Invertebrate",7,0,0,0
"295",2019,"Cape Johnson",10,"Non-living Substrate",7,0.142857142857143,0.925820099772551,0.349927106111883
"296",2019,"Cape Johnson",10,"Non-mobile Invertebrate",7,0.0142857142857143,0.31396087108337,0.118666055184544
"297",2019,"Cape Johnson",10,"Red Algae",7,0.69047619047619,1.22312376562298,0.462297329498752
"298",2019,"Destruction Island",5,"Brown Algae",8,0.345833333333333,1.34531078606808,0.475639189816071
"299",2019,"Destruction Island",5,"Diatom Layer",8,0,0,0
"300",2019,"Destruction Island",5,"Eelgrass_Surfgrass",8,0,0,0
"301",2019,"Destruction Island",5,"Encrusting Species",8,0.0791666666666667,0.763671686292247,0.269998713988707
"302",2019,"Destruction Island",5,"Green algae",8,0,0,0
"303",2019,"Destruction Island",5,"Mobile Invertebrate",8,0,0,0
"304",2019,"Destruction Island",5,"Non-living Substrate",8,0.0416666666666667,0.565194165260439,0.199826313471363
"305",2019,"Destruction Island",5,"Non-mobile Invertebrate",8,0.0166666666666667,0.362092683040007,0.12801909579781
"306",2019,"Destruction Island",5,"Red Algae",8,0.516666666666667,1.41342766980761,0.499722145018832
