year,site,lump,n_obs,dens_weighted,sd_w,dens_averaged,sd_ave,se_w,se_ave
2015,Destruction Island,chiton,4,0,0,0,0,0,0
2015,Destruction Island,crabs,4,0,0,0,0,0,0
2015,Destruction Island,green_urchin,2,0,0,0,0,0,0
2015,Destruction Island,kelp_crab,2,0,0,0,0,0,0
2015,Destruction Island,large_anemone,7,0.007936507936507936,0.187812056606337,0.08333333333333333,0.5091750772173156,0.07098628499999332,0.19245008972987526
2015,Destruction Island,large_nudibranch,2,0.3333333333333333,0,0.3333333333333333,0,0,0
2015,Destruction Island,large_sea_star,4,0,0,0,0,0,0
2015,Destruction Island,large_seastar,2,0,0,0,0,0,0
2015,Destruction Island,leather_star,2,5.166666666666666,0,5.166666666666666,0,0,0
2015,Destruction Island,med_nudibranch,4,0,0,0,0,0,0
2015,Destruction Island,med_sea_star,2,0,0,0,0,0,0
2015,Destruction Island,orange_cucumber,2,0,0,0,0,0,0
2015,Destruction Island,P_ochraceous,2,0.16666666666666666,0,0.16666666666666666,0,0,0
2015,Destruction Island,purple_urchin,2,0,0,0,0,0,0
2015,Destruction Island,sea_cucumber,2,0,0,0,0,0,0
2015,Destruction Island,shelled_gastropod,6,0,0,0,0,0,0
2015,Destruction Island,small_anemone,2,0,0,0,0,0,0
2015,Destruction Island,tunicate,2,0,0,0,0,0,0
2015,Neah Bay,bivalve,4,0,0,0,0,0,0
2015,Neah Bay,blood_star,11,0.6444444444444444,1.475896881539585,0.6444444444444444,1.6273131684307567,0.4449996532111286,0.4906533814626582
2015,Neah Bay,Cal_cuc,2,0.3333333333333333,0,0.3333333333333333,0,0,0
2015,Neah Bay,chiton,5,0.030663780663780664,0.37566915103682785,0.25,0.9128709291752768,0.16800435175359651,0.40824829046386296
2015,Neah Bay,crabs,5,0.023088023088023088,0.26666260624208266,0.19444444444444442,0.6804138174397718,0.11925514292291131,0.3042903097250923
2015,Neah Bay,green_urchin,2,0,0,0,0,0,0
2015,Neah Bay,kelp_crab,2,0,0,0,0,0,0
2015,Neah Bay,large_anemone,6,0,0,0,0,0,0
2015,Neah Bay,large_nudibranch,6,0.375,0.35355339059327373,0.375,0.408248290463863,0.14433756729740643,0.16666666666666669
2015,Neah Bay,large_sea_star,4,0,0,0,0,0,0
2015,Neah Bay,large_seastar,2,0,0,0,0,0,0
2015,Neah Bay,leather_star,2,0,0,0,0,0,0
2015,Neah Bay,med_nudibranch,5,0.015151515151515152,0.21427478217774168,0.1111111111111111,0.43033148291193524,0.09582659576267816,0.19245008972987526
2015,Neah Bay,med_sea_star,2,0.16666666666666666,0,0.16666666666666666,0,0,0
2015,Neah Bay,orange_cucumber,3,1.1666666666666667,3.4641016151377544,1.1666666666666665,4.898979485566356,2,2.82842712474619
2015,Neah Bay,P_ochraceous,2,0,0,0,0,0,0
2015,Neah Bay,purple_urchin,6,0.23333333333333334,0.4,0.2333333333333333,0.44721359549995787,0.16329931618554522,0.18257418583505536
2015,Neah Bay,sea_cucumber,2,0,0,0,0,0,0
2015,Neah Bay,shelled_gastropod,6,0,0,0,0,0,0
2015,Neah Bay,small_anemone,2,0,0,0,0,0,0
2015,Neah Bay,tunicate,4,0.2222222222222222,0.31426968052735443,0.2222222222222222,0.3849001794597505,0.15713484026367722,0.19245008972987526
2015,Point of the Arches,bivalve,4,0,0,0,0,0,0
2015,Point of the Arches,blood_star,5,0.6333333333333333,0.8530989261379818,0.65625,1.0582020916000243,0.38151743807531985,0.4732423621500227
2015,Point of the Arches,Cal_cuc,2,0,0,0,0,0,0
2015,Point of the Arches,chiton,5,0.014925373134328358,0.19767904047844603,0.09722222222222222,0.3878955567713595,0.08840475444734758,0.17347216662217774
2015,Point of the Arches,crabs,4,0,0,0,0,0,0
2015,Point of the Arches,green_urchin,2,0,0,0,0,0,0
2015,Point of the Arches,kelp_crab,2,0.16666666666666666,0,0.16666666666666666,0,0,0
2015,Point of the Arches,large_anemone,7,0.007969265938531877,0.16432642810604717,0.07291666666666666,0.5051814855409226,0.06210955180059078,0.19094065395649334
2015,Point of the Arches,large_nudibranch,2,0.3333333333333333,0,0.3333333333333333,0,0,0
2015,Point of the Arches,large_sea_star,4,0.0078125,0.12103072956898178,0.0625,0.3535533905932738,0.06051536478449089,0.1767766952966369
2015,Point of the Arches,large_seastar,2,0.25,0,0.25,0,0,0
2015,Point of the Arches,leather_star,7,0.38181818181818183,0.533083619226136,0.38888888888888884,0.6364688465216444,0.20148666921065803,0.24056261216234404
2015,Point of the Arches,med_nudibranch,4,0.007936507936507936,0.14197256999998664,0.08333333333333333,0.4714045207910317,0.07098628499999332,0.23570226039551584
2015,Point of the Arches,med_sea_star,2,0,0,0,0,0,0
2015,Point of the Arches,orange_cucumber,3,0.7142857142857143,0.6428571428571428,0.6875,0.9185586535436918,0.37115374447904514,0.5303300858899107
2015,Point of the Arches,P_ochraceous,2,0.3333333333333333,0,0.3333333333333333,0,0,0
2015,Point of the Arches,purple_urchin,2,0,0,0,0,0,0
2015,Point of the Arches,sea_cucumber,2,0,0,0,0,0,0
2015,Point of the Arches,shelled_gastropod,6,0.007462686567164179,0.14509120966584763,0.041666666666666664,0.35355339059327373,0.05923323830741622,0.14433756729740643
2015,Point of the Arches,small_anemone,2,0,0,0,0,0,0
2015,Point of the Arches,tunicate,3,2.0892857142857144,2.142857142857143,2,3.061862178478973,1.2371791482634837,1.767766952966369
2015,Rock 305,bivalve,4,0,0,0,0,0,0
2015,Rock 305,blood_star,3,0.30952380952380953,0.0714285714285714,0.3125,0.10206207261596574,0.04123930494211611,0.05892556509887895
2015,Rock 305,Cal_cuc,2,0,0,0,0,0,0
2015,Rock 305,chiton,4,0,0,0,0,0,0
2015,Rock 305,crabs,4,0,0,0,0,0,0
2015,Rock 305,green_urchin,2,0,0,0,0,0,0
2015,Rock 305,kelp_crab,2,0,0,0,0,0,0
2015,Rock 305,large_anemone,7,0.05587557603686635,0.7565669752430008,0.39583333333333337,2.0525503557679077,0.28595543809390583,0.775791113542719
2015,Rock 305,large_nudibranch,2,0,0,0,0,0,0
2015,Rock 305,large_sea_star,4,0,0,0,0,0,0
2015,Rock 305,large_seastar,2,0,0,0,0,0,0
2015,Rock 305,leather_star,3,0.26785714285714285,0.0714285714285714,0.2708333333333333,0.10206207261596574,0.04123930494211611,0.05892556509887895
2015,Rock 305,med_nudibranch,4,0,0,0,0,0,0
2015,Rock 305,med_sea_star,2,0,0,0,0,0,0
2015,Rock 305,orange_cucumber,2,0.375,0,0.375,0,0,0
2015,Rock 305,P_ochraceous,2,0,0,0,0,0,0
2015,Rock 305,purple_urchin,2,0,0,0,0,0,0
2015,Rock 305,sea_cucumber,2,0,0,0,0,0,0
2015,Rock 305,shelled_gastropod,6,0.0040650406504065045,0.12595067792544445,0.05555555555555555,0.4714045207910317,0.05141914894582731,0.19245008972987526
2015,Rock 305,small_anemone,2,0,0,0,0,0,0
2015,Rock 305,tunicate,2,1.875,0,1.875,0,0,0
2015,Tatoosh Island,bivalve,6,0.029675638371290544,0.3253439451999688,0.20833333333333331,0.7071067811865475,0.132821109440656,0.28867513459481287
2015,Tatoosh Island,blood_star,4,0.5,0.4714045207910317,0.5,0.6666666666666666,0.23570226039551584,0.3333333333333333
2015,Tatoosh Island,Cal_cuc,2,0,0,0,0,0,0
2015,Tatoosh Island,chiton,4,0.007936507936507936,0.14197256999998664,0.08333333333333333,0.4714045207910317,0.07098628499999332,0.23570226039551584
2015,Tatoosh Island,crabs,4,0,0,0,0,0,0
2015,Tatoosh Island,green_urchin,2,0,0,0,0,0,0
2015,Tatoosh Island,kelp_crab,2,0,0,0,0,0,0
2015,Tatoosh Island,large_anemone,10,0.027131782945736434,0.4664064792710488,0.23333333333333334,1.0540925533894596,0.14749067899566237,0.33333333333333326
2015,Tatoosh Island,large_nudibranch,3,0.16666666666666666,0,0.16666666666666666,0,0,0
2015,Tatoosh Island,large_sea_star,4,0.007936507936507936,0.14197256999998664,0.08333333333333333,0.4714045207910317,0.07098628499999332,0.23570226039551584
2015,Tatoosh Island,large_seastar,2,0,0,0,0,0,0
2015,Tatoosh Island,leather_star,4,0.3333333333333333,0,0.3333333333333333,0,0,0
2015,Tatoosh Island,med_nudibranch,4,0,0,0,0,0,0
2015,Tatoosh Island,med_sea_star,2,0,0,0,0,0,0
2015,Tatoosh Island,orange_cucumber,2,0.3333333333333333,0,0.3333333333333333,0,0,0
2015,Tatoosh Island,P_ochraceous,2,0.16666666666666666,0,0.16666666666666666,0,0,0
2015,Tatoosh Island,purple_urchin,2,0,0,0,0,0,0
2015,Tatoosh Island,sea_cucumber,2,0.16666666666666666,0,0.16666666666666666,0,0,0
2015,Tatoosh Island,shelled_gastropod,6,0.012195121951219513,0.281634277653476,0.16666666666666666,1.0540925533894596,0.11497671238805651,0.4303314829119352
2015,Tatoosh Island,small_anemone,3,0.16666666666666666,0,0.16666666666666666,0,0,0
2015,Tatoosh Island,tunicate,2,0.5,0,0.5,0,0,0
2015,Teahwhit Head,bivalve,4,0,0,0,0,0,0
2015,Teahwhit Head,blood_star,4,2.928571428571429,8.23547990415256,3.333333333333333,11.767422072069234,4.11773995207628,5.883711036034617
2015,Teahwhit Head,Cal_cuc,2,0,0,0,0,0,0
2015,Teahwhit Head,chiton,5,0.015151515151515152,0.21427478217774168,0.1111111111111111,0.43033148291193524,0.09582659576267816,0.19245008972987526
2015,Teahwhit Head,crabs,4,0,0,0,0,0,0
2015,Teahwhit Head,green_urchin,2,0,0,0,0,0,0
2015,Teahwhit Head,kelp_crab,2,0,0,0,0,0,0
2015,Teahwhit Head,large_anemone,6,0.07522869523350986,1.074699719092633,0.4861111111111111,2.276083380624611,0.4387443230815613,0.9292071490932075
2015,Teahwhit Head,large_nudibranch,3,0.38095238095238093,0.14285714285714285,0.375,0.20412414523193154,0.08247860988423225,0.11785113019775795
2015,Teahwhit Head,large_sea_star,4,0.007936507936507936,0.14197256999998664,0.08333333333333333,0.4714045207910317,0.07098628499999332,0.23570226039551584
2015,Teahwhit Head,large_seastar,2,0,0,0,0,0,0
2015,Teahwhit Head,leather_star,4,1.4285714285714286,2.361827955740427,1.5416666666666665,3.374742788552764,1.1809139778702136,1.687371394276382
2015,Teahwhit Head,med_nudibranch,4,0,0,0,0,0,0
2015,Teahwhit Head,med_sea_star,2,0,0,0,0,0,0
2015,Teahwhit Head,orange_cucumber,3,5.642857142857142,6.071428571428571,5.895833333333333,8.675276172357089,3.505340920079871,5.008673033404712
2015,Teahwhit Head,P_ochraceous,2,0.3333333333333333,0,0.3333333333333333,0,0,0
2015,Teahwhit Head,purple_urchin,2,0,0,0,0,0,0
2015,Teahwhit Head,sea_cucumber,2,0,0,0,0,0,0
2015,Teahwhit Head,shelled_gastropod,7,0.007936507936507936,0.187812056606337,0.08333333333333333,0.5091750772173156,0.07098628499999332,0.19245008972987526
2015,Teahwhit Head,small_anemone,2,0,0,0,0,0,0
2015,Teahwhit Head,tunicate,2,0,0,0,0,0,0
2016,Cape Alava,bivalve,120,0.005833333333333333,0.7852812659593165,0.005833333333333333,0.8201995322647244,0.07168604389202189,0.07487363091276264
2016,Cape Alava,blood_star,30,0.10833333333333334,1.7126976771553508,0.10833333333333334,2.0976176963403033,0.3126943839882287,0.38297084310253526
2016,Cape Alava,brood_sea_star,30,0.0016666666666666666,0.12909944487358058,0.0016666666666666666,0.15811388300841897,0.023570226039551587,0.028867513459481287
2016,Cape Alava,Cal_cuc,30,0,0,0,0,0,0
2016,Cape Alava,chiton,60,0.0025,0.23273733406281572,0.0025,0.25495097567963926,0.03004626062886658,0.03291402943021916
2016,Cape Alava,crabs,180,0.0016666666666666668,0.4314059701848262,0.0016666666666666668,0.44391308105237426,0.032155102507750624,0.03308732751114942
2016,Cape Alava,green_urchin,30,0,0,0,0,0,0
2016,Cape Alava,hermit_crabs,30,0,0,0,0,0,0
2016,Cape Alava,kelp_crab,60,0,0,0,0,0,0
2016,Cape Alava,large_anemone,210,4.7619047619047624e-4,0.21821789023599242,4.7619047619047624e-4,0.22360679774997896,0.015058465048420858,0.015430334996209192
2016,Cape Alava,large_barnacle,30,0.02333333333333333,0.816496580927726,0.02333333333333333,1,0.14907119849998599,0.18257418583505536
2016,Cape Alava,large_nudibranch,120,0.002916666666666667,0.5020790110464024,0.002916666666666667,0.5244044240850758,0.045833333333333344,0.04787135538781691
2016,Cape Alava,large_sea_star,120,8.333333333333333e-4,0.2041241452319315,8.333333333333333e-4,0.21320071635561041,0.018633899812498248,0.019462473604038074
2016,Cape Alava,large_seastar,60,0,0,0,0,0,0
2016,Cape Alava,leather_star,30,0.09999999999999999,1.1761519176251567,0.1,1.4404860290887933,0.21473497877875208,0.26299556396765833
2016,Cape Alava,med_nudibranch,180,0.0022222222222222222,0.565194165260439,0.0022222222222222222,0.5815799980377996,0.04212708580028639,0.04334841366555714
2016,Cape Alava,med_sea_star,60,0,0,0,0,0,0
2016,Cape Alava,med_seastar,30,0.07833333333333334,2.2323380867004294,0.07833333333333334,2.734044622898463,0.40756730868791613,0.49916597106239785
2016,Cape Alava,mobile_invert,30,0,0,0,0,0,0
2016,Cape Alava,no_org,30,0,0,0,0,0,0
2016,Cape Alava,octopus,30,0,0,0,0,0,0
2016,Cape Alava,orange_cucumber,30,0.32333333333333336,4.117037770047781,0.32333333333333336,5.042320894191484,0.7516648189186456,0.9205976319760985
2016,Cape Alava,P_ochraceous,30,0.01,0.31622776601683794,0.01,0.3872983346207417,0.057735026918962574,0.07071067811865475
2016,Cape Alava,purple_urchin,30,0,0,0,0,0,0
2016,Cape Alava,red_urchin,30,0,0,0,0,0,0
2016,Cape Alava,sea_cucumber,30,0,0,0,0,0,0
2016,Cape Alava,sea_star_YOY,30,0,0,0,0,0,0
2016,Cape Alava,shelled_gastropod,210,0.03380952380952381,7.829127543681868,0.03380952380952381,8.022468448052631,0.540261127759346,0.5536029176911827
2016,Cape Alava,shelled_mollusk,30,0,0,0,0,0,0
2016,Cape Alava,small_anemone,60,0,0,0,0,0,0
2016,Cape Alava,sponge,30,0,0,0,0,0,0
2016,Cape Alava,tunicate,30,0.19333333333333333,2.3558437978779496,0.19333333333333333,2.8853076092507015,0.4301162633521314,0.5267826876426369
2016,Cape Johnson,bivalve,64,0.006875,0.25331140255951107,0.0037500000000000003,0.2638742686008426,0.03166392531993888,0.03298428357510533
2016,Cape Johnson,blood_star,16,0.06341666666666666,0.18912077270005714,0.06333333333333334,0.23804761428476168,0.047280193175014286,0.05951190357119042
2016,Cape Johnson,brood_sea_star,16,0.009166666666666667,0.1,0.008333333333333333,0.11547005383792516,0.025,0.02886751345948129
2016,Cape Johnson,Cal_cuc,16,0,0,0,0,0,0
2016,Cape Johnson,chiton,32,0.004166666666666667,0.15986105077709065,0.003333333333333333,0.1885618083164127,0.02825970826302195,0.03333333333333333
2016,Cape Johnson,crabs,96,6.25e-4,0.07905694150420947,2.777777777777778e-4,0.06666666666666668,0.008068715304598784,0.006804138174397719
2016,Cape Johnson,green_urchin,16,0,0,0,0,0,0
2016,Cape Johnson,hermit_crabs,16,0,0,0,0,0,0
2016,Cape Johnson,kelp_crab,32,0.00125,0.040824829046386304,8.333333333333333e-4,0.06666666666666667,0.007216878364870322,0.011785113019775792
2016,Cape Johnson,large_anemone,112,0.0014285714285714286,0.3788034628828827,0.0014285714285714286,0.38815804341359034,0.03579356280564978,0.0366774875807776
2016,Cape Johnson,large_barnacle,16,0.12499999999999999,6.88315173287483,0.12499999999999999,8.430104783848577,1.7207879332187075,2.1075261959621443
2016,Cape Johnson,large_nudibranch,64,0.005833333333333334,0.34318767136623335,0.0037500000000000003,0.35219370244285186,0.04289845892077917,0.04402421280535648
2016,Cape Johnson,large_sea_star,64,8.333333333333333e-4,0.15634719199411434,8.333333333333333e-4,0.16329931618554522,0.019543398999264293,0.020412414523193152
2016,Cape Johnson,large_seastar,32,0,0,0,0,0,0
2016,Cape Johnson,leather_star,16,0.008333333333333333,0.09428090415820635,0.008333333333333333,0.11547005383792516,0.023570226039551587,0.02886751345948129
2016,Cape Johnson,med_nudibranch,96,2.777777777777778e-4,0.11221672153735644,2.777777777777778e-4,0.11547005383792518,0.011453071182271282,0.011785113019775795
2016,Cape Johnson,med_sea_star,32,0,0,0,0,0,0
2016,Cape Johnson,med_seastar,16,0,0,0,0,0,0
2016,Cape Johnson,mobile_invert,16,0,0,0,0,0,0
2016,Cape Johnson,no_org,16,0,0,0,0,0,0
2016,Cape Johnson,octopus,16,0,0,0,0,0,0
2016,Cape Johnson,orange_cucumber,16,0.02,0.38873012632302006,0.02,0.47609522856952335,0.09718253158075502,0.11902380714238084
2016,Cape Johnson,P_ochraceous,16,0.0016666666666666666,0.09428090415820635,0.0016666666666666666,0.11547005383792516,0.023570226039551587,0.02886751345948129
2016,Cape Johnson,purple_urchin,16,0,0,0,0,0,0
2016,Cape Johnson,red_urchin,16,0,0,0,0,0,0
2016,Cape Johnson,sea_cucumber,16,0.0016666666666666666,0,0.0016666666666666666,0,0,0
2016,Cape Johnson,sea_star_YOY,16,0,0,0,0,0,0
2016,Cape Johnson,shelled_gastropod,112,0.012481962481962481,2.076309178420482,0.009047619047619047,2.1213901801168724,0.19619277610647975,0.2004525303687058
2016,Cape Johnson,shelled_mollusk,16,0,0,0,0,0,0
2016,Cape Johnson,small_anemone,32,8.333333333333333e-4,0.10540925533894598,8.333333333333333e-4,0.11547005383792516,0.018633899812498245,0.020412414523193152
2016,Cape Johnson,sponge,16,0,0,0,0,0,0
2016,Cape Johnson,tunicate,16,0.04583333333333333,0.22730302828309762,0.04583333333333333,0.30000000000000004,0.056825757070774405,0.07500000000000001
2016,Destruction Island,bivalve,48,0.019791666666666666,0.942956343987709,0.019791666666666666,0.9848857801796106,0.13610402475884228,0.1421560175769332
2016,Destruction Island,blood_star,12,0.19895833333333335,0.6574889099191459,0.19999999999999998,0.806225774829855,0.18980069956550624,0.23273733406281572
2016,Destruction Island,brood_sea_star,12,0.004166666666666667,0.08164965809277262,0.004166666666666667,0.1,0.02357022603955159,0.02886751345948129
2016,Destruction Island,Cal_cuc,12,0,0,0,0,0,0
2016,Destruction Island,chiton,24,0.00625,0.14719601443879746,0.00625,0.161245154965971,0.030046260628866582,0.03291402943021917
2016,Destruction Island,crabs,72,0.004166666666666667,0.30000000000000004,0.004166666666666667,0.30869745325651593,0.03535533905932738,0.036380343755449955
2016,Destruction Island,green_urchin,12,0,0,0,0,0,0
2016,Destruction Island,hermit_crabs,12,0,0,0,0,0,0
2016,Destruction Island,kelp_crab,24,0.0020833333333333333,0.09128709291752769,0.0020833333333333333,0.1,0.01863389981249825,0.020412414523193152
2016,Destruction Island,large_anemone,84,0.004166666666666667,0.408248290463863,0.004166666666666667,0.4183300132670378,0.0445435403187374,0.045643546458763846
2016,Destruction Island,large_barnacle,12,0.016666666666666666,0.23094010767585035,0.016666666666666666,0.282842712474619,0.06666666666666668,0.08164965809277261
2016,Destruction Island,large_nudibranch,48,0.006009615384615385,0.20928873631404293,0.005208333333333334,0.20670576365276494,0.030208227062317326,0.02983540707199275
2016,Destruction Island,large_sea_star,48,0.011458333333333333,0.4821825380496479,0.011458333333333333,0.5036232357987106,0.0695970545353753,0.07269175268963399
2016,Destruction Island,large_seastar,24,0,0,0,0,0,0
2016,Destruction Island,leather_star,12,0.29791666666666666,2.213970791737476,0.29791666666666666,2.7115493725912496,0.6391183162938003,0.7827568800932595
2016,Destruction Island,med_nudibranch,72,0,0,0,0,0,0
2016,Destruction Island,med_sea_star,24,0,0,0,0,0,0
2016,Destruction Island,med_seastar,12,0,0,0,0,0,0
2016,Destruction Island,mobile_invert,12,0,0,0,0,0,0
2016,Destruction Island,no_org,12,0,0,0,0,0,0
2016,Destruction Island,octopus,12,0,0,0,0,0,0
2016,Destruction Island,orange_cucumber,12,0.24375000000000002,1.563649577111189,0.24375000000000002,1.9150718002205558,0.4513867521316947,0.5528336096873996
2016,Destruction Island,P_ochraceous,12,0.14895833333333333,1.6193491490925196,0.15833333333333333,2,0.4674658335702788,0.5773502691896258
2016,Destruction Island,purple_urchin,12,0.004166666666666667,0.08164965809277262,0.004166666666666667,0.1,0.02357022603955159,0.02886751345948129
2016,Destruction Island,red_urchin,12,0,0,0,0,0,0
2016,Destruction Island,sea_cucumber,12,0,0,0,0,0,0
2016,Destruction Island,sea_star_YOY,12,0,0,0,0,0,0
