year,site,zone,lump,n_obs,dens_weighted,sd_w,dens_averaged,sd_ave,se_w,se_ave
2015,Cape Alava,5,kelp_crab,2,0,0,0,0,0,0
2015,Cape Alava,5,large_anemone,6,0,0,0,0,0,0
2015,Cape Alava,5,large_nudibranch,4,0.42857142857142855,0.7468755781599105,0.4583333333333333,1.0671873729054746,0.37343778907995523,0.5335936864527373
2015,Cape Alava,5,large_sea_star,4,0.007936507936507936,0.14197256999998664,0.08333333333333333,0.4714045207910317,0.07098628499999332,0.23570226039551584
2015,Cape Alava,5,large_seastar,2,0,0,0,0,0,0
2015,Cape Alava,5,leather_star,5,0.4935064935064935,0.5594725206131126,0.5138888888888888,0.7978559231302819,0.2502037175268144,0.3568120160740314
2015,Cape Alava,5,med_nudibranch,4,0.007936507936507936,0.14197256999998664,0.08333333333333333,0.4714045207910317,0.07098628499999332,0.23570226039551584
2015,Cape Alava,5,med_sea_star,2,0,0,0,0,0,0
2015,Cape Alava,5,orange_cucumber,2,2,0,2,0,0,0
2015,Cape Alava,5,P_ochraceous,2,0.16666666666666666,0,0.16666666666666666,0,0,0
2015,Cape Alava,5,purple_urchin,2,0,0,0,0,0,0
2015,Cape Alava,5,sea_cucumber,2,0,0,0,0,0,0
2015,Cape Alava,5,shelled_gastropod,6,0,0,0,0,0,0
2015,Cape Alava,5,small_anemone,2,0,0,0,0,0,0
2015,Cape Alava,5,tunicate,2,1.625,0,1.625,0,0,0
2015,Cape Johnson,5,bivalve,4,0,0,0,0,0,0
2015,Cape Johnson,5,blood_star,2,0,0,0,0,0,0
2015,Cape Johnson,5,Cal_cuc,2,0,0,0,0,0,0
2015,Cape Johnson,5,chiton,4,0,0,0,0,0,0
2015,Cape Johnson,5,crabs,4,0,0,0,0,0,0
2015,Cape Johnson,5,green_urchin,2,0,0,0,0,0,0
2015,Cape Johnson,5,kelp_crab,2,0,0,0,0,0,0
2015,Cape Johnson,5,large_anemone,6,0.0040650406504065045,0.12595067792544445,0.05555555555555555,0.4714045207910317,0.05141914894582731,0.19245008972987526
2015,Cape Johnson,5,large_nudibranch,2,0,0,0,0,0,0
2015,Cape Johnson,5,large_sea_star,4,0,0,0,0,0,0
2015,Cape Johnson,5,large_seastar,2,0,0,0,0,0,0
2015,Cape Johnson,5,leather_star,2,0.3333333333333333,0,0.3333333333333333,0,0,0
2015,Cape Johnson,5,med_nudibranch,4,0,0,0,0,0,0
2015,Cape Johnson,5,med_sea_star,2,0,0,0,0,0,0
2015,Cape Johnson,5,orange_cucumber,2,0,0,0,0,0,0
2015,Cape Johnson,5,P_ochraceous,2,0,0,0,0,0,0
2015,Cape Johnson,5,purple_urchin,2,0,0,0,0,0,0
2015,Cape Johnson,5,sea_cucumber,2,0,0,0,0,0,0
2015,Cape Johnson,5,shelled_gastropod,6,0.0040650406504065045,0.12595067792544445,0.05555555555555555,0.4714045207910317,0.05141914894582731,0.19245008972987526
2015,Cape Johnson,5,small_anemone,2,0,0,0,0,0,0
2015,Cape Johnson,5,tunicate,2,0.5,0,0.5,0,0,0
2015,Chibadehl Rocks,5,bivalve,4,0,0,0,0,0,0
2015,Chibadehl Rocks,5,blood_star,3,0.3333333333333333,0.5773502691896257,0.3333333333333333,0.8164965809277259,0.3333333333333333,0.4714045207910316
2015,Chibadehl Rocks,5,Cal_cuc,2,0,0,0,0,0,0
2015,Chibadehl Rocks,5,chiton,4,0,0,0,0,0,0
2015,Chibadehl Rocks,5,crabs,4,0.007936507936507936,0.14197256999998664,0.08333333333333333,0.4714045207910317,0.07098628499999332,0.23570226039551584
2015,Chibadehl Rocks,5,green_urchin,2,1,0,1,0,0,0
2015,Chibadehl Rocks,5,kelp_crab,2,0,0,0,0,0,0
2015,Chibadehl Rocks,5,large_anemone,9,0.019690040650406505,0.3945013275070422,0.2222222222222222,0.9660917830792958,0.1315004425023474,0.3220305943597653
2015,Chibadehl Rocks,5,large_nudibranch,2,0,0,0,0,0,0
2015,Chibadehl Rocks,5,large_sea_star,4,0,0,0,0,0,0
2015,Chibadehl Rocks,5,large_seastar,2,0,0,0,0,0,0
2015,Chibadehl Rocks,5,leather_star,2,0,0,0,0,0,0
2015,Chibadehl Rocks,5,med_nudibranch,4,0,0,0,0,0,0
2015,Chibadehl Rocks,5,med_sea_star,2,0,0,0,0,0,0
2015,Chibadehl Rocks,5,orange_cucumber,2,0.16666666666666666,0,0.16666666666666666,0,0,0
2015,Chibadehl Rocks,5,P_ochraceous,2,0,0,0,0,0,0
2015,Chibadehl Rocks,5,purple_urchin,2,0.16666666666666666,0,0.16666666666666666,0,0,0
2015,Chibadehl Rocks,5,sea_cucumber,2,0,0,0,0,0,0
2015,Chibadehl Rocks,5,shelled_gastropod,7,0.036231884057971016,0.5172918347123114,0.20833333333333331,0.8443713418650368,0.19551793569901507,0.31914236925211265
2015,Chibadehl Rocks,5,small_anemone,2,0,0,0,0,0,0
2015,Chibadehl Rocks,5,tunicate,2,0,0,0,0,0,0
2015,Destruction Island,5,bivalve,4,0,0,0,0,0,0
2015,Destruction Island,5,blood_star,2,1,0,1,0,0,0
2015,Destruction Island,5,Cal_cuc,2,0,0,0,0,0,0
2015,Destruction Island,5,chiton,4,0,0,0,0,0,0
2015,Destruction Island,5,crabs,4,0,0,0,0,0,0
2015,Destruction Island,5,green_urchin,2,0,0,0,0,0,0
2015,Destruction Island,5,kelp_crab,2,0,0,0,0,0,0
2015,Destruction Island,5,large_anemone,7,0.007936507936507936,0.187812056606337,0.08333333333333333,0.5091750772173156,0.07098628499999332,0.19245008972987526
2015,Destruction Island,5,large_nudibranch,2,0.3333333333333333,0,0.3333333333333333,0,0,0
2015,Destruction Island,5,large_sea_star,4,0,0,0,0,0,0
2015,Destruction Island,5,large_seastar,2,0,0,0,0,0,0
2015,Destruction Island,5,leather_star,2,5.166666666666666,0,5.166666666666666,0,0,0
2015,Destruction Island,5,med_nudibranch,4,0,0,0,0,0,0
2015,Destruction Island,5,med_sea_star,2,0,0,0,0,0,0
2015,Destruction Island,5,orange_cucumber,2,0,0,0,0,0,0
2015,Destruction Island,5,P_ochraceous,2,0.16666666666666666,0,0.16666666666666666,0,0,0
2015,Destruction Island,5,purple_urchin,2,0,0,0,0,0,0
2015,Destruction Island,5,sea_cucumber,2,0,0,0,0,0,0
2015,Destruction Island,5,shelled_gastropod,6,0,0,0,0,0,0
2015,Destruction Island,5,small_anemone,2,0,0,0,0,0,0
2015,Destruction Island,5,tunicate,2,0,0,0,0,0,0
2015,Neah Bay,5,bivalve,4,0,0,0,0,0,0
2015,Neah Bay,5,blood_star,11,0.6444444444444444,1.475896881539585,0.6444444444444444,1.6273131684307567,0.4449996532111286,0.4906533814626582
2015,Neah Bay,5,Cal_cuc,2,0.3333333333333333,0,0.3333333333333333,0,0,0
2015,Neah Bay,5,chiton,5,0.030663780663780664,0.37566915103682785,0.25,0.9128709291752768,0.16800435175359651,0.40824829046386296
2015,Neah Bay,5,crabs,5,0.023088023088023088,0.26666260624208266,0.19444444444444442,0.6804138174397718,0.11925514292291131,0.3042903097250923
2015,Neah Bay,5,green_urchin,2,0,0,0,0,0,0
2015,Neah Bay,5,kelp_crab,2,0,0,0,0,0,0
2015,Neah Bay,5,large_anemone,6,0,0,0,0,0,0
2015,Neah Bay,5,large_nudibranch,6,0.375,0.35355339059327373,0.375,0.408248290463863,0.14433756729740643,0.16666666666666669
2015,Neah Bay,5,large_sea_star,4,0,0,0,0,0,0
2015,Neah Bay,5,large_seastar,2,0,0,0,0,0,0
2015,Neah Bay,5,leather_star,2,0,0,0,0,0,0
2015,Neah Bay,5,med_nudibranch,5,0.015151515151515152,0.21427478217774168,0.1111111111111111,0.43033148291193524,0.09582659576267816,0.19245008972987526
2015,Neah Bay,5,med_sea_star,2,0.16666666666666666,0,0.16666666666666666,0,0,0
2015,Neah Bay,5,orange_cucumber,3,1.1666666666666667,3.4641016151377544,1.1666666666666665,4.898979485566356,2,2.82842712474619
2015,Neah Bay,5,P_ochraceous,2,0,0,0,0,0,0
2015,Neah Bay,5,purple_urchin,6,0.23333333333333334,0.4,0.2333333333333333,0.44721359549995787,0.16329931618554522,0.18257418583505536
2015,Neah Bay,5,sea_cucumber,2,0,0,0,0,0,0
2015,Neah Bay,5,shelled_gastropod,6,0,0,0,0,0,0
2015,Neah Bay,5,small_anemone,2,0,0,0,0,0,0
2015,Neah Bay,5,tunicate,4,0.2222222222222222,0.31426968052735443,0.2222222222222222,0.3849001794597505,0.15713484026367722,0.19245008972987526
2015,Point of the Arches,5,bivalve,4,0,0,0,0,0,0
2015,Point of the Arches,5,blood_star,5,0.6333333333333333,0.8530989261379818,0.65625,1.0582020916000243,0.38151743807531985,0.4732423621500227
2015,Point of the Arches,5,Cal_cuc,2,0,0,0,0,0,0
2015,Point of the Arches,5,chiton,5,0.014925373134328358,0.19767904047844603,0.09722222222222222,0.3878955567713595,0.08840475444734758,0.17347216662217774
2015,Point of the Arches,5,crabs,4,0,0,0,0,0,0
2015,Point of the Arches,5,green_urchin,2,0,0,0,0,0,0
2015,Point of the Arches,5,kelp_crab,2,0.16666666666666666,0,0.16666666666666666,0,0,0
2015,Point of the Arches,5,large_anemone,7,0.007969265938531877,0.16432642810604717,0.07291666666666666,0.5051814855409226,0.06210955180059078,0.19094065395649334
2015,Point of the Arches,5,large_nudibranch,2,0.3333333333333333,0,0.3333333333333333,0,0,0
2015,Point of the Arches,5,large_sea_star,4,0.0078125,0.12103072956898178,0.0625,0.3535533905932738,0.06051536478449089,0.1767766952966369
2015,Point of the Arches,5,large_seastar,2,0.25,0,0.25,0,0,0
2015,Point of the Arches,5,leather_star,7,0.38181818181818183,0.533083619226136,0.38888888888888884,0.6364688465216444,0.20148666921065803,0.24056261216234404
2015,Point of the Arches,5,med_nudibranch,4,0.007936507936507936,0.14197256999998664,0.08333333333333333,0.4714045207910317,0.07098628499999332,0.23570226039551584
2015,Point of the Arches,5,med_sea_star,2,0,0,0,0,0,0
2015,Point of the Arches,5,orange_cucumber,3,0.7142857142857143,0.6428571428571428,0.6875,0.9185586535436918,0.37115374447904514,0.5303300858899107
2015,Point of the Arches,5,P_ochraceous,2,0.3333333333333333,0,0.3333333333333333,0,0,0
2015,Point of the Arches,5,purple_urchin,2,0,0,0,0,0,0
2015,Point of the Arches,5,sea_cucumber,2,0,0,0,0,0,0
2015,Point of the Arches,5,shelled_gastropod,6,0.007462686567164179,0.14509120966584763,0.041666666666666664,0.35355339059327373,0.05923323830741622,0.14433756729740643
2015,Point of the Arches,5,small_anemone,2,0,0,0,0,0,0
2015,Point of the Arches,5,tunicate,3,2.0892857142857144,2.142857142857143,2,3.061862178478973,1.2371791482634837,1.767766952966369
2015,Rock 305,5,bivalve,4,0,0,0,0,0,0
2015,Rock 305,5,blood_star,3,0.30952380952380953,0.0714285714285714,0.3125,0.10206207261596574,0.04123930494211611,0.05892556509887895
2015,Rock 305,5,Cal_cuc,2,0,0,0,0,0,0
2015,Rock 305,5,chiton,4,0,0,0,0,0,0
2015,Rock 305,5,crabs,4,0,0,0,0,0,0
2015,Rock 305,5,green_urchin,2,0,0,0,0,0,0
2015,Rock 305,5,kelp_crab,2,0,0,0,0,0,0
2015,Rock 305,5,large_anemone,7,0.05587557603686635,0.7565669752430008,0.39583333333333337,2.0525503557679077,0.28595543809390583,0.775791113542719
2015,Rock 305,5,large_nudibranch,2,0,0,0,0,0,0
2015,Rock 305,5,large_sea_star,4,0,0,0,0,0,0
2015,Rock 305,5,large_seastar,2,0,0,0,0,0,0
2015,Rock 305,5,leather_star,3,0.26785714285714285,0.0714285714285714,0.2708333333333333,0.10206207261596574,0.04123930494211611,0.05892556509887895
2015,Rock 305,5,med_nudibranch,4,0,0,0,0,0,0
2015,Rock 305,5,med_sea_star,2,0,0,0,0,0,0
2015,Rock 305,5,orange_cucumber,2,0.375,0,0.375,0,0,0
2015,Rock 305,5,P_ochraceous,2,0,0,0,0,0,0
2015,Rock 305,5,purple_urchin,2,0,0,0,0,0,0
2015,Rock 305,5,sea_cucumber,2,0,0,0,0,0,0
2015,Rock 305,5,shelled_gastropod,6,0.0040650406504065045,0.12595067792544445,0.05555555555555555,0.4714045207910317,0.05141914894582731,0.19245008972987526
2015,Rock 305,5,small_anemone,2,0,0,0,0,0,0
2015,Rock 305,5,tunicate,2,1.875,0,1.875,0,0,0
2015,Tatoosh Island,5,bivalve,6,0.029675638371290544,0.3253439451999688,0.20833333333333331,0.7071067811865475,0.132821109440656,0.28867513459481287
2015,Tatoosh Island,5,blood_star,4,0.5,0.4714045207910317,0.5,0.6666666666666666,0.23570226039551584,0.3333333333333333
2015,Tatoosh Island,5,Cal_cuc,2,0,0,0,0,0,0
2015,Tatoosh Island,5,chiton,4,0.007936507936507936,0.14197256999998664,0.08333333333333333,0.4714045207910317,0.07098628499999332,0.23570226039551584
2015,Tatoosh Island,5,crabs,4,0,0,0,0,0,0
2015,Tatoosh Island,5,green_urchin,2,0,0,0,0,0,0
2015,Tatoosh Island,5,kelp_crab,2,0,0,0,0,0,0
2015,Tatoosh Island,5,large_anemone,10,0.027131782945736434,0.4664064792710488,0.23333333333333334,1.0540925533894596,0.14749067899566237,0.33333333333333326
2015,Tatoosh Island,5,large_nudibranch,3,0.16666666666666666,0,0.16666666666666666,0,0,0
2015,Tatoosh Island,5,large_sea_star,4,0.007936507936507936,0.14197256999998664,0.08333333333333333,0.4714045207910317,0.07098628499999332,0.23570226039551584
2015,Tatoosh Island,5,large_seastar,2,0,0,0,0,0,0
2015,Tatoosh Island,5,leather_star,4,0.3333333333333333,0,0.3333333333333333,0,0,0
2015,Tatoosh Island,5,med_nudibranch,4,0,0,0,0,0,0
2015,Tatoosh Island,5,med_sea_star,2,0,0,0,0,0,0
2015,Tatoosh Island,5,orange_cucumber,2,0.3333333333333333,0,0.3333333333333333,0,0,0
2015,Tatoosh Island,5,P_ochraceous,2,0.16666666666666666,0,0.16666666666666666,0,0,0
2015,Tatoosh Island,5,purple_urchin,2,0,0,0,0,0,0
2015,Tatoosh Island,5,sea_cucumber,2,0.16666666666666666,0,0.16666666666666666,0,0,0
2015,Tatoosh Island,5,shelled_gastropod,6,0.012195121951219513,0.281634277653476,0.16666666666666666,1.0540925533894596,0.11497671238805651,0.4303314829119352
2015,Tatoosh Island,5,small_anemone,3,0.16666666666666666,0,0.16666666666666666,0,0,0
2015,Tatoosh Island,5,tunicate,2,0.5,0,0.5,0,0,0
2015,Teahwhit Head,5,bivalve,4,0,0,0,0,0,0
2015,Teahwhit Head,5,blood_star,4,2.928571428571429,8.23547990415256,3.333333333333333,11.767422072069234,4.11773995207628,5.883711036034617
2015,Teahwhit Head,5,Cal_cuc,2,0,0,0,0,0,0
2015,Teahwhit Head,5,chiton,5,0.015151515151515152,0.21427478217774168,0.1111111111111111,0.43033148291193524,0.09582659576267816,0.19245008972987526
2015,Teahwhit Head,5,crabs,4,0,0,0,0,0,0
2015,Teahwhit Head,5,green_urchin,2,0,0,0,0,0,0
2015,Teahwhit Head,5,kelp_crab,2,0,0,0,0,0,0
2015,Teahwhit Head,5,large_anemone,6,0.07522869523350986,1.074699719092633,0.4861111111111111,2.276083380624611,0.4387443230815613,0.9292071490932075
2015,Teahwhit Head,5,large_nudibranch,3,0.38095238095238093,0.14285714285714285,0.375,0.20412414523193154,0.08247860988423225,0.11785113019775795
2015,Teahwhit Head,5,large_sea_star,4,0.007936507936507936,0.14197256999998664,0.08333333333333333,0.4714045207910317,0.07098628499999332,0.23570226039551584
2015,Teahwhit Head,5,large_seastar,2,0,0,0,0,0,0
2015,Teahwhit Head,5,leather_star,4,1.4285714285714286,2.361827955740427,1.5416666666666665,3.374742788552764,1.1809139778702136,1.687371394276382
2015,Teahwhit Head,5,med_nudibranch,4,0,0,0,0,0,0
2015,Teahwhit Head,5,med_sea_star,2,0,0,0,0,0,0
2015,Teahwhit Head,5,orange_cucumber,3,5.642857142857142,6.071428571428571,5.895833333333333,8.675276172357089,3.505340920079871,5.008673033404712
2015,Teahwhit Head,5,P_ochraceous,2,0.3333333333333333,0,0.3333333333333333,0,0,0
2015,Teahwhit Head,5,purple_urchin,2,0,0,0,0,0,0
2015,Teahwhit Head,5,sea_cucumber,2,0,0,0,0,0,0
2015,Teahwhit Head,5,shelled_gastropod,7,0.007936507936507936,0.187812056606337,0.08333333333333333,0.5091750772173156,0.07098628499999332,0.19245008972987526
2015,Teahwhit Head,5,small_anemone,2,0,0,0,0,0,0
2015,Teahwhit Head,5,tunicate,2,0,0,0,0,0,0
2016,Cape Alava,5,bivalve,60,0.0025,0.23935677693908455,0.0025,0.25,0.030900827029565266,0.03227486121839514
2016,Cape Alava,5,blood_star,15,0.11333333333333333,0.85146931829632,0.11333333333333333,1.0428326807307104,0.21984843263788195,0.2692582403567252
2016,Cape Alava,5,brood_sea_star,15,0,0,0,0,0,0
2016,Cape Alava,5,Cal_cuc,15,0,0,0,0,0,0
2016,Cape Alava,5,chiton,30,0,0,0,0,0,0
2016,Cape Alava,5,crabs,90,0.0022222222222222222,0.26614532371118854,0.0022222222222222222,0.2738612787525831,0.028054180384339107,0.02886751345948129
2016,Cape Alava,5,green_urchin,15,0,0,0,0,0,0
2016,Cape Alava,5,hermit_crabs,15,0,0,0,0,0,0
2016,Cape Alava,5,kelp_crab,30,0,0,0,0,0,0
2016,Cape Alava,5,large_anemone,105,4.7619047619047624e-4,0.10910894511799621,4.7619047619047624e-4,0.11180339887498948,0.010647942749999001,0.01091089451179962
2016,Cape Alava,5,large_barnacle,15,0,0,0,0,0,0
2016,Cape Alava,5,large_nudibranch,60,0.005,0.33850160019316505,0.005,0.3535533905932738,0.04370036867375632,0.045643546458763846
2016,Cape Alava,5,large_sea_star,60,0,0,0,0,0,0
2016,Cape Alava,5,large_seastar,30,0,0,0,0,0,0
2016,Cape Alava,5,leather_star,15,0.10333333333333333,0.5322906474223771,0.10333333333333333,0.6519202405202649,0.13743685418725535,0.16832508230603463
2016,Cape Alava,5,med_nudibranch,90,0.0044444444444444444,0.39965262694272663,0.0044444444444444444,0.41123916041498715,0.042127085800286394,0.043348413665557146
2016,Cape Alava,5,med_sea_star,30,0,0,0,0,0,0
2016,Cape Alava,5,med_seastar,15,0.049999999999999996,0.35355339059327373,0.049999999999999996,0.4330127018922193,0.09128709291752768,0.11180339887498947
2016,Cape Alava,5,mobile_invert,15,0,0,0,0,0,0
2016,Cape Alava,5,no_org,15,0,0,0,0,0,0
2016,Cape Alava,5,octopus,15,0,0,0,0,0,0
2016,Cape Alava,5,orange_cucumber,15,0.43333333333333335,2.0391991892243717,0.43333333333333335,2.4974987487484355,0.5265189666310439,0.6448514040717701
2016,Cape Alava,5,P_ochraceous,15,0.016666666666666666,0.2041241452319315,0.016666666666666666,0.25,0.05270462766947299,0.06454972243679027
2016,Cape Alava,5,purple_urchin,15,0,0,0,0,0,0
2016,Cape Alava,5,red_urchin,15,0,0,0,0,0,0
2016,Cape Alava,5,sea_cucumber,15,0,0,0,0,0,0
2016,Cape Alava,5,sea_star_YOY,15,0,0,0,0,0,0
2016,Cape Alava,5,shelled_gastropod,105,0.02238095238095238,2.135582891323651,0.022380952380952383,2.18832127440191,0.20841154994303907,0.2135582891323651
2016,Cape Alava,5,shelled_mollusk,15,0,0,0,0,0,0
2016,Cape Alava,5,small_anemone,30,0,0,0,0,0,0
2016,Cape Alava,5,sponge,15,0,0,0,0,0,0
2016,Cape Alava,5,tunicate,15,0.10666666666666666,0.4915960401250875,0.10666666666666666,0.6020797289396148,0.12692955176439846,0.15545631755148026
2016,Cape Alava,10,bivalve,60,0.009166666666666667,0.5010405838519137,0.009166666666666667,0.5233198222536926,0.06468406123441675,0.06756029854429256
2016,Cape Alava,10,blood_star,15,0.10333333333333333,0.8612007121842543,0.10333333333333333,1.0547511554864493,0.2223610677354389,0.2723355773061365
2016,Cape Alava,10,brood_sea_star,15,0.003333333333333333,0.09128709291752769,0.003333333333333333,0.1118033988749895,0.023570226039551584,0.02886751345948129
2016,Cape Alava,10,Cal_cuc,15,0,0,0,0,0,0
2016,Cape Alava,10,chiton,30,0.005,0.16457014715109586,0.005,0.18027756377319948,0.030046260628866582,0.03291402943021917
2016,Cape Alava,10,crabs,90,0.0011111111111111111,0.14907119849998599,0.0011111111111111111,0.1533929977694741,0.015713484026367724,0.016169041669088866
2016,Cape Alava,10,green_urchin,15,0,0,0,0,0,0
2016,Cape Alava,10,hermit_crabs,15,0,0,0,0,0,0
2016,Cape Alava,10,kelp_crab,30,0,0,0,0,0,0
2016,Cape Alava,10,large_anemone,105,4.7619047619047624e-4,0.10910894511799621,4.7619047619047624e-4,0.11180339887498948,0.010647942749999001,0.01091089451179962
2016,Cape Alava,10,large_barnacle,15,0.04666666666666666,0.5773502691896257,0.04666666666666666,0.7071067811865476,0.14907119849998596,0.18257418583505539
2016,Cape Alava,10,large_nudibranch,60,8.333333333333333e-4,0.10704360482220943,8.333333333333333e-4,0.1118033988749895,0.013819269959814168,0.014433756729740645
2016,Cape Alava,10,large_sea_star,60,0.0016666666666666666,0.14433756729740646,0.0016666666666666666,0.15075567228888181,0.018633899812498248,0.019462473604038074
2016,Cape Alava,10,large_seastar,30,0,0,0,0,0,0
2016,Cape Alava,10,leather_star,15,0.09666666666666666,0.6390096504226939,0.09666666666666666,0.7826237921249265,0.1649915822768611,0.20207259421636903
2016,Cape Alava,10,med_nudibranch,90,0,0,0,0,0,0
2016,Cape Alava,10,med_sea_star,30,0,0,0,0,0,0
2016,Cape Alava,10,med_seastar,15,0.10666666666666667,1.5383974345619102,0.10666666666666667,1.8841443681416772,0.3972125095937662,0.48648398397754744
2016,Cape Alava,10,mobile_invert,15,0,0,0,0,0,0
2016,Cape Alava,10,no_org,15,0,0,0,0,0,0
2016,Cape Alava,10,octopus,15,0,0,0,0,0,0
2016,Cape Alava,10,orange_cucumber,15,0.21333333333333335,2.077658938966323,0.21333333333333335,2.544602129999894,0.5364492313143694,0.6570134448142341
2016,Cape Alava,10,P_ochraceous,15,0.003333333333333333,0.09128709291752769,0.003333333333333333,0.1118033988749895,0.023570226039551584,0.02886751345948129
2016,Cape Alava,10,purple_urchin,15,0,0,0,0,0,0
2016,Cape Alava,10,red_urchin,15,0,0,0,0,0,0
2016,Cape Alava,10,sea_cucumber,15,0,0,0,0,0,0
2016,Cape Alava,10,sea_star_YOY,15,0,0,0,0,0,0
2016,Cape Alava,10,shelled_gastropod,105,0.045238095238095244,5.107534117546819,0.04523809523809524,5.233665063796115,0.49844429179010624,0.5107534117546819
2016,Cape Alava,10,shelled_mollusk,15,0,0,0,0,0,0
2016,Cape Alava,10,small_anemone,30,0,0,0,0,0,0
2016,Cape Alava,10,sponge,15,0,0,0,0,0,0
2016,Cape Alava,10,tunicate,15,0.28,1.591644851508443,0.28,1.9493588689617927,0.41096093353126506,0.5033222956847166
2016,Cape Johnson,5,bivalve,36,0,0,0,0,0,0
2016,Cape Johnson,5,blood_star,9,0.0725,0.14184057952504284,0.07222222222222223,0.17853571071357127,0.04728019317501428,0.059511903571190426
2016,Cape Johnson,5,brood_sea_star,9,0.008333333333333333,0.07500000000000001,0.005555555555555556,0.08660254037844388,0.025000000000000005,0.028867513459481294
2016,Cape Johnson,5,Cal_cuc,9,0,0,0,0,0,0
2016,Cape Johnson,5,chiton,18,0.005555555555555556,0.11180339887498948,0.005555555555555556,0.12247448713915891,0.026352313834736497,0.028867513459481294
2016,Cape Johnson,5,crabs,54,0,0,0,0,0,0
2016,Cape Johnson,5,green_urchin,9,0,0,0,0,0,0
2016,Cape Johnson,5,hermit_crabs,9,0,0,0,0,0,0
2016,Cape Johnson,5,kelp_crab,18,0,0,0,0,0,0
2016,Cape Johnson,5,large_anemone,63,0.0047619047619047615,0.284102597162162,0.0047619047619047615,0.29111853256019277,0.03579356280564978,0.0366774875807776
2016,Cape Johnson,5,large_barnacle,9,0.41666666666666663,5.162363799656122,0.41666666666666663,6.322578587886433,1.7207879332187073,2.1075261959621443
2016,Cape Johnson,5,large_nudibranch,36,0.005555555555555556,0.19685019685029528,0.005555555555555556,0.2056033250527026,0.03280836614171588,0.0342672208421171
2016,Cape Johnson,5,large_sea_star,36,0.002777777777777778,0.11726039399558576,0.002777777777777778,0.12247448713915893,0.019543398999264293,0.020412414523193156
2016,Cape Johnson,5,large_seastar,18,0,0,0,0,0,0
2016,Cape Johnson,5,leather_star,9,0.022222222222222223,0.07071067811865477,0.022222222222222223,0.08660254037844388,0.023570226039551587,0.028867513459481294
2016,Cape Johnson,5,med_nudibranch,54,9.25925925925926e-4,0.08416254115301733,9.25925925925926e-4,0.08660254037844388,0.01145307118227128,0.011785113019775794
2016,Cape Johnson,5,med_sea_star,18,0,0,0,0,0,0
2016,Cape Johnson,5,med_seastar,9,0,0,0,0,0,0
2016,Cape Johnson,5,mobile_invert,9,0,0,0,0,0,0
2016,Cape Johnson,5,no_org,9,0,0,0,0,0,0
2016,Cape Johnson,5,octopus,9,0,0,0,0,0,0
2016,Cape Johnson,5,orange_cucumber,9,0.027777777777777776,0.29154759474226505,0.027777777777777776,0.3570714214271426,0.09718253158075502,0.11902380714238087
