CRUISE,HAUL_NO,STATION,VESSEL,SURVEY,YEAR,Climatology,NET_IN_TIM,NET_IN_LAT,NET_IN_LON,BOTTOM_DEP,LATITUDE,LONGITUDE,LONG,LATBIN,ALLROCK,Target,Eco,FractionTarget,FractionEco,BROWN_ROCK,AURORA_ROC,REDBANDED,DARKBLOTCH,CALICO_ROC,SPLITNOSE,GREENSTRIP,WIDOW_ROCK,YELLOWTAIL,CHILIPEPPE,SQUARESPOT,SHORTBELLY,COWCOD,BLACK_ROCK,BLACKGILL,VERMILION,BLUE_ROCKF,SPECKLED_R,BOCACCIO,CANARY_ROC,REDSTRIPE,GRASS_ROCK,YELLOWMOUT,YELLOWEYE,BANK_ROCKF,STRIPETAIL,HALFBANDED,OLIVE_ROCK,TREEFISH,PYGMY_ROCK,SHARPCHIN,ROSY_GROUP,COPPER_GRO,PUGET_SOUN,UNIDENTIFI,NearStatio,NearTrawl,PsuedoStation,Distance,AREA,lat,Region
PWCC01,11,0,EX,PWCC,2001,0,5/7/01 0:00,4330.700195,12422.37012,102,43.51166992,124.3728353,-124.3728353,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,661,661,661,1659.171794,Coos Bay,43.5,Heceta
PWCC01,12,0,EX,PWCC,2001,0,5/7/01 0:00,4329.490234,12434.45996,175,43.49150391,124.5743327,-124.5743327,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,663,663,663,1046.302489,Coos Bay,43.5,Heceta
PWCC01,13,0,EX,PWCC,2001,0,5/7/01 0:00,4330.370117,12437.25977,255,43.50616862,124.6209961,-124.6209961,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,663,663,663,3400.330705,Coos Bay,43.5,Heceta
PWCC01,14,0,EX,PWCC,2001,0,5/7/01 0:00,4329.649902,12440.07031,374,43.49416504,124.6678385,-124.6678385,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,503,503,664,1913.018753,Coos Bay,43.5,Heceta
PWCC01,15,0,EX,PWCC,2001,0,5/7/01 0:00,4328.830078,12442.91016,492,43.4805013,124.7151693,-124.7151693,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,664,664,664,2972.091663,Coos Bay,43.5,Heceta
PWCC01,16,0,EX,PWCC,2001,0,5/8/01 0:00,4302.890137,12454.41016,547,43.04816895,124.9068359,-124.9068359,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,654,654,654,6880.484498,Bandon,43,Blanco
PWCC01,17,0,EX,PWCC,2001,0,5/8/01 0:00,4301.359863,12453.25,383,43.02266439,124.8875,-124.8875,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,653,653,653,3963.46782,Bandon,43,Blanco
PWCC01,18,0,EX,PWCC,2001,0,5/8/01 0:00,4300.22998,12452.04004,282,43.00383301,124.867334,-124.867334,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,653,653,653,1480.717765,Bandon,43,Blanco
PWCC01,19,0,EX,PWCC,2001,0,5/8/01 0:00,4259.410156,12451.58008,200,42.99016927,124.859668,-124.859668,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,653,653,653,1345.409505,Bandon,43,Blanco
PWCC01,20,0,EX,PWCC,2001,0,5/8/01 0:00,4300.580078,12450.24023,118,43.00966797,124.8373372,-124.8373372,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,653,653,653,1489.609014,Bandon,43,Blanco
PWCC01,21,0,EX,PWCC,2001,0,5/9/01 0:00,4230.120117,12446.87012,410,42.50200195,124.7811686,-124.7811686,42,38,12,26,0.31579,0.68421,2,0,0,0,0,0,0,3,1,4,0,18,0,0,0,0,1,0,0,0,0,0,0,0,0,2,5,1,0,1,0,0,0,0,0,643,643,643,4031.112213,Gold Beach,42.5,Blanco
PWCC01,22,0,EX,PWCC,2001,0,5/9/01 0:00,4228.52002,12448.46973,282,42.47533366,124.8078288,-124.8078288,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,643,643,643,3287.45295,Gold Beach,42.5,Blanco
PWCC01,23,0,EX,PWCC,2001,0,5/9/01 0:00,4227.509766,12447.65039,273,42.45849609,124.7941732,-124.7941732,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,643,643,643,5464.90808,Gold Beach,42.5,Blanco
PWCC01,24,0,EX,PWCC,2001,0,5/9/01 0:00,4226.890137,12446,200,42.44816895,124.7666667,-124.7666667,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,642,642,642,6911.998932,Gold Beach,42.5,Blanco
PWCC01,25,0,EX,PWCC,2001,0,5/10/01 0:00,4226.77002,12444.37988,146,42.44616699,124.7396647,-124.7396647,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,642,642,642,6180.107898,Gold Beach,42.5,Blanco
PWCC01,26,0,EX,PWCC,2001,0,5/10/01 0:00,4203.560059,12440.2002,537,42.05933431,124.6700033,-124.6700033,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,633,633,633,7367.490692,Brookings,42,Blanco
PWCC01,27,0,EX,PWCC,2001,0,5/10/01 0:00,4201.060059,12437.08984,383,42.01766764,124.6181641,-124.6181641,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,633,633,633,2191.13738,Brookings,42,Blanco
PWCC01,28,0,EX,PWCC,2001,0,5/10/01 0:00,4158.990234,12434.53027,173,41.98317057,124.5755046,-124.5755046,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,633,633,633,4893.904709,Brookings,42,Blanco
PWCC01,29,0,EX,PWCC,2001,0,5/11/01 0:00,4132.919922,12422.7998,100,41.54866536,124.3799967,-124.3799967,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,622,622,622,5462.525171,Flint Rock Head,41.5,Mendocino
PWCC01,30,0,EX,PWCC,2001,0,5/11/01 0:00,4131.819824,12428.23047,173,41.5303304,124.4705078,-124.4705078,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,623,623,623,3456.746403,Flint Rock Head,41.5,Mendocino
PWCC01,33,0,EX,PWCC,2001,0,5/11/01 0:00,4130.040039,12430.08008,228,41.50066732,124.5013346,-124.5013346,41,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,623,623,623,1785.040597,Flint Rock Head,41.5,Mendocino
PWCC01,34,0,EX,PWCC,2001,0,5/11/01 0:00,4130.589844,12431.55957,364,41.50983073,124.5259928,-124.5259928,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,623,623,623,3996.271456,Flint Rock Head,41.5,Mendocino
PWCC01,35,0,EX,PWCC,2001,0,5/11/01 0:00,4129.049805,12432.66016,638,41.48416341,124.5443359,-124.5443359,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,623,623,623,5658.506923,Flint Rock Head,41.5,Mendocino
PWCC01,36,0,EX,PWCC,2001,0,5/12/01 0:00,4102.580078,12417.83984,100,41.0430013,124.2973307,-124.2973307,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,611,611,611,5298.005791,Trinidad Head,41,Mendocino
PWCC01,37,0,EX,PWCC,2001,0,5/12/01 0:00,4101.140137,12421.87012,164,41.01900228,124.364502,-124.364502,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,612,612,612,2479.897622,Trinidad Head,41,Mendocino
PWCC01,38,0,EX,PWCC,2001,0,5/12/01 0:00,4100.330078,12423.57031,233,41.0055013,124.3928385,-124.3928385,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,612,612,612,1241.297858,Trinidad Head,41,Mendocino
PWCC01,39,0,EX,PWCC,2001,0,5/12/01 0:00,4059.209961,12426.01953,364,40.98683268,124.4336589,-124.4336589,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,612,612,612,4748.057991,Trinidad Head,41,Mendocino
PWCC01,40,0,EX,PWCC,2001,0,5/12/01 0:00,4058.199951,12431.16016,496,40.96999919,124.5193359,-124.5193359,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,613,613,613,4146.022633,Trinidad Head,41,Mendocino
PWCC01,43,0,EX,PWCC,2001,0,5/12/01 0:00,4031.459961,12444.0498,1039,40.52433268,124.7341634,-124.7341634,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,603,603,603,2724.919964,False Cape,40.5,Mendocino
PWCC01,44,0,EX,PWCC,2001,0,5/12/01 0:00,4031.860107,12441.96973,474,40.53100179,124.6994954,-124.6994954,40,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,603,603,603,4305.17019,False Cape,40.5,Mendocino
PWCC01,45,0,EX,PWCC,2001,0,5/12/01 0:00,4030.870117,12439.75977,328,40.51450195,124.6626628,-124.6626628,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,602,602,602,3958.427007,False Cape,40.5,Mendocino
PWCC01,46,0,EX,PWCC,2001,0,5/12/01 0:00,4027.969971,12436.90039,191,40.46616618,124.6150065,-124.6150065,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,602,602,602,3780.886122,False Cape,40.5,Mendocino
PWCC01,47,0,EX,PWCC,2001,0,5/13/01 0:00,4026.570068,12433.83008,106,40.44283447,124.5638346,-124.5638346,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,601,601,601,7087.469932,False Cape,40.5,Mendocino
PWCC01,48,0,EX,PWCC,2001,0,5/13/01 0:00,3959.600098,12431.57031,1075,39.99333496,124.5261719,-124.5261719,39,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,595,595,595,1393.33432,Shelter Cove,40,Navarro
PWCC01,49,0,EX,PWCC,2001,0,5/13/01 0:00,3959.649902,12426.55957,1002,39.99416504,124.4426595,-124.4426595,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,594,594,594,1260.077812,Shelter Cove,40,Navarro
PWCC01,52,0,EX,PWCC,2001,0,5/13/01 0:00,3957.870117,12413.15039,383,39.96450195,124.2191732,-124.2191732,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,592,592,592,4020.43788,Shelter Cove,40,Navarro
PWCC01,53,0,EX,PWCC,2001,0,5/13/01 0:00,3957.560059,12410.84961,182,39.95933431,124.1808268,-124.1808268,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,592,592,592,5158.634218,Shelter Cove,40,Navarro
PWCC01,54,0,EX,PWCC,2001,0,5/13/01 0:00,3956.830078,12407.78027,106,39.94716797,124.1296712,-124.1296712,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,591,591,591,6392.522071,Shelter Cove,40,Navarro
PWCC01,55,0,EX,PWCC,2001,0,5/14/01 0:00,3933.25,12402.11035,729,39.55416667,124.0351725,-124.0351725,39,21,7,14,0.33333,0.66667,0,0,0,0,0,0,0,6,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4036,204,9992,5728.165415,NA,39.51423209,Navarro
PWCC01,56,0,EX,PWCC,2001,0,5/14/01 0:00,3930.449951,12401.44043,547,39.50749919,124.0240072,-124.0240072,39,31,13,18,0.41935,0.58065,0,0,0,1,0,0,0,9,0,3,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4036,204,9992,2767.072071,NA,39.51423209,Navarro
PWCC01,57,0,EX,PWCC,2001,0,5/14/01 0:00,3929.26001,12359.05957,350,39.48766683,123.9843262,-123.9843262,39,35,16,19,0.45714,0.54286,0,0,0,0,0,0,0,6,0,1,0,17,0,0,0,0,1,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,4036,204,9992,3044.694232,NA,39.51423209,Navarro
PWCC01,58,0,EX,PWCC,2001,0,5/14/01 0:00,3927.889893,12357.94043,182,39.46483154,123.9656738,-123.9656738,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4036,204,9992,5970.947882,NA,39.51423209,Navarro
PWCC01,59,0,EX,PWCC,2001,0,5/14/01 0:00,3925.709961,12354.28027,113,39.42849935,123.9046712,-123.9046712,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203,203,8999,10395.00169,NA,39.5174035,Navarro
PWCC01,65,0,EX,PWCC,2001,0,5/15/01 0:00,3831.820068,12341.76953,565,38.53033447,123.6961589,-123.6961589,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,454,454,454,7179.302255,Fort Ross,38.466667,Reyes
PWCC01,66,0,EX,PWCC,2001,0,5/15/01 0:00,3831.060059,12339.69043,364,38.51766764,123.6615072,-123.6615072,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,454,454,454,7070.306617,Fort Ross,38.466667,Reyes
PWCC01,67,0,EX,PWCC,2001,0,5/15/01 0:00,3830.030029,12338.37012,292,38.50050049,123.639502,-123.639502,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,187,187,5507.021686,Fort Ross,38.466667,Reyes
PWCC01,68,0,EX,PWCC,2001,0,5/15/01 0:00,3828.48999,12334.40039,200,38.47483317,123.5733398,-123.5733398,38,13,5,8,0.38462,0.61538,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,187,187,187,1964.656798,Fort Ross,38.466667,Reyes
PWCC01,69,0,EX,PWCC,2001,0,5/15/01 0:00,3826.600098,12322.83984,120,38.44333496,123.3806641,-123.3806641,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,453,453,453,2645.828378,Fort Ross,38.466667,Reyes
PWCC01,70,0,EX,PWCC,2001,0,5/15/01 0:00,3802.120117,12332.95996,966,38.03533529,123.5493327,-123.5493327,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1037,172,9995,3665.037488,NA,38.01633296,Reyes
PWCC01,71,0,EX,PWCC,2001,0,5/15/01 0:00,3800.97998,12330.91016,528,38.01633301,123.5151693,-123.5151693,38,11,3,8,0.27273,0.72727,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1037,162,9995,0,NA,38.01633296,Reyes
PWCC01,72,0,EX,PWCC,2001,0,5/15/01 0:00,3759.600098,12328.49023,319,37.99333496,123.4748372,-123.4748372,37,3,2,1,0.66667,0.33333,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1037,162,9995,4364.092815,NA,38.01633296,Reyes
PWCC01,73,0,EX,PWCC,2001,0,5/15/01 0:00,3757.790039,12317.90039,109,37.96316732,123.2983398,-123.2983398,37,114,31,83,0.27193,0.72807,0,0,0,0,0,0,0,22,2,0,1,74,0,0,0,0,5,0,1,0,0,0,0,0,1,5,3,0,0,0,0,0,0,0,0,1045,160,9994,6533.929064,NA,38.02194162,Reyes
PWCC01,74,0,EX,PWCC,2001,0,5/16/01 0:00,3753.620117,12306.46973,80,37.89366862,123.1078288,-123.1078288,37,55,15,40,0.27273,0.72727,0,0,0,0,0,0,0,7,1,0,1,37,0,0,0,0,4,0,2,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,158,158,158,2185.086972,Farallones Outside,37.76866087,Farallones
PWCC01,75,0,EX,PWCC,2001,0,5/18/01 0:00,3650.949951,12159.55957,87,36.84916585,121.9926595,-121.9926595,36,9,4,5,0.44444,0.55556,1,0,0,0,0,0,0,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,119,119,119,875.7122793,Monterey Bay Inside,36.73214652,Monterey
PWCC01,76,0,EX,PWCC,2001,0,5/18/01 0:00,3646.26001,12152.76953,100,36.77100016,121.8794922,-121.8794922,36,4,1,3,0.25,0.75,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,114,114,1240.598559,Monterey Bay Inside,36.73214652,Monterey
PWCC01,77,0,EX,PWCC,2001,0,5/19/01 0:00,3644.860107,12158.30957,547,36.74766846,121.9718262,-121.9718262,36,5,3,2,0.6,0.4,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,116,116,116,955.3769302,Monterey Bay Inside,36.73214652,Monterey
PWCC01,78,0,EX,PWCC,2001,0,5/19/01 0:00,3643.129883,12155.55957,91,36.71883138,121.9259928,-121.9259928,36,22,4,18,0.18182,0.81818,0,0,0,0,0,0,0,2,1,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,0,0,0,0,0,0,0,0,115,115,115,1960.386717,Monterey Bay Inside,36.73214652,Monterey
PWCC01,79,0,EX,PWCC,2001,0,5/19/01 0:00,3639.300049,12157.08984,82,36.65500081,121.9514974,-121.9514974,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,112,112,431.2601641,Monterey Bay Inside,36.73214652,Monterey
PWCC01,80,0,EX,PWCC,2001,0,5/19/01 0:00,3635.330078,12210.71973,2186,36.58883464,122.1786621,-122.1786621,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,110,110,693.4701367,Monterey Bay Outside,36.65294432,Monterey
PWCC01,81,0,EX,PWCC,2001,0,5/20/01 0:00,3635.030029,12202.23047,774,36.58383382,122.0371745,-122.0371745,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,109,109,347.720534,Monterey Bay Outside,36.65294432,Monterey
PWCC01,82,0,EX,PWCC,2001,0,5/20/01 0:00,3638.76001,12203.09961,1093,36.64600016,122.0516602,-122.0516602,36,23,1,22,0.04348,0.95652,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,1,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,113,113,113,165.7065306,Monterey Bay Outside,36.65294432,Monterey
PWCC01,83,0,EX,PWCC,2001,0,5/20/01 0:00,3641.76001,12206.42969,1822,36.69600016,122.1071615,-122.1071615,36,6,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,117,117,117,456.6861158,Monterey Bay Outside,36.65294432,Monterey
PWCC01,84,0,EX,PWCC,2001,0,5/20/01 0:00,3645.629883,12208.91016,1093,36.76049805,122.1485026,-122.1485026,36,11,4,7,0.36364,0.63636,0,0,0,0,0,0,0,1,1,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,118,118,118,1432.823736,Monterey Bay Outside,36.65294432,Monterey
