year,site,zone,classcode,spp,short,n_obs,dens_weighted,sd_w,dens_averaged,sd_ave,se_w,se_ave
2016,Tatoosh Island,10,OTHER,Other Brown Algae,Other,100,0.05872395833333333,3.189008187585305,0.05604166666666667,3.248573957696006,0.3189008187585305,0.3248573957696006
2016,Tatoosh Island,10,PTECAL,"Pterygophora californica, Pterygophora",Pterygop,10,0.20520833333333333,1.0854946389140347,0.18333333333333335,1.357080199054819,0.34326354468703935,0.4291464396527911
2017,Cape Alava,5,MACPYR,"Macrocystis pyrifera, Macrocystis",Macrocys,12,0,0,0,0,0,0
2017,Cape Alava,5,NERLUE,"Nereocystis luetkeana, Nereocystis",Nereocys,12,1.7329004385689752,5.478502558459136,1.8731046524212451,7.373908916616343,1.5815074634412178,2.1286641489941136
2017,Cape Alava,5,OTHER,Other Brown Algae,Other,120,0.007916666666666667,0.6156297588648554,0.007916666666666667,0.6261541068437079,0.05619905100029122,0.05715978813213312
2017,Cape Alava,5,PTECAL,"Pterygophora californica, Pterygophora",Pterygop,12,1.1317252715837622,1.9039626370074028,1.1353028233151183,2.3461558677650105,0.5496266705016069,0.6772768609074744
2017,Cape Alava,10,MACPYR,"Macrocystis pyrifera, Macrocystis",Macrocys,9,0,0,0,0,0,0
2017,Cape Alava,10,NERLUE,"Nereocystis luetkeana, Nereocystis",Nereocys,9,0.7131147540983607,2.6157885867115906,0.8232323232323232,3.8600544894025806,0.8719295289038635,1.2866848298008602
2017,Cape Alava,10,OTHER,Other Brown Algae,Other,90,0.011666666666666667,0.5424481542046208,0.011666666666666667,0.5517214439589402,0.05717905599469481,0.0581565465622399
2017,Cape Alava,10,PTECAL,"Pterygophora californica, Pterygophora",Pterygop,9,0.15555555555555556,0.45825756949558405,0.15555555555555556,0.5612486080160912,0.1527525231651947,0.18708286933869708
2017,Cape Johnson,5,MACPYR,"Macrocystis pyrifera, Macrocystis",Macrocys,12,4.604166666666667,14.957495334001168,4.604166666666667,18.319115699181552,4.317856978744073,5.288273190119185
2017,Cape Johnson,5,NERLUE,"Nereocystis luetkeana, Nereocystis",Nereocys,12,0.7620833333333333,5.416330245962974,0.7833333333333333,6.693280212272604,1.5635598627633176,1.9321835661585918
2017,Cape Johnson,5,OTHER,Other Brown Algae,Other,120,0.06483664772727273,3.5176896577371384,0.04416666666666667,3.0146481466791215,0.3211196626408763,0.27519846547954957
2017,Cape Johnson,5,PTECAL,"Pterygophora californica, Pterygophora",Pterygop,12,0.9810416666666667,2.4467308120565012,0.9458333333333333,3.076117683054405,0.7063103464876863,0.8879986861852144
2017,Cape Johnson,10,MACPYR,"Macrocystis pyrifera, Macrocystis",Macrocys,12,0,0,0,0,0,0
2017,Cape Johnson,10,NERLUE,"Nereocystis luetkeana, Nereocystis",Nereocys,12,0.006666666666666666,0.11547005383792518,0.006666666666666666,0.1414213562373095,0.03333333333333334,0.040824829046386304
2017,Cape Johnson,10,OTHER,Other Brown Algae,Other,120,0.006833333333333334,1.019109088043735,0.006833333333333334,1.0366557637006573,0.09303150601334534,0.09463329102443252
2017,Cape Johnson,10,PTECAL,"Pterygophora californica, Pterygophora",Pterygop,12,0.6416666666666667,3.6213487358533514,0.6416666666666667,4.455894971832258,1.0453933337372217,1.2863060807340272
2017,Destruction Island,5,MACPYR,"Macrocystis pyrifera, Macrocystis",Macrocys,9,0.03333333333333333,0.4242640687119285,0.03333333333333333,0.5196152422706631,0.1414213562373095,0.1732050807568877
2017,Destruction Island,5,NERLUE,"Nereocystis luetkeana, Nereocystis",Nereocys,9,1.9124121278992718,5.494975983443049,2.127185465833442,7.297521879456505,1.831658661147683,2.432507293152168
2017,Destruction Island,5,OTHER,Other Brown Algae,Other,90,0.024444444444444446,1.0111874208078342,0.024444444444444446,1.0284739280553763,0.10658851303546321,0.10841067089183791
2017,Destruction Island,5,PTECAL,"Pterygophora californica, Pterygophora",Pterygop,9,0.6915476190476191,1.0911171171678213,0.68111638841685,1.3266260241605876,0.36370570572260713,0.44220867472019587
2017,Destruction Island,10,MACPYR,"Macrocystis pyrifera, Macrocystis",Macrocys,4,0,0,0,0,0,0
2017,Destruction Island,10,NERLUE,"Nereocystis luetkeana, Nereocystis",Nereocys,4,0.008333333333333333,0.047140452079103175,0.008333333333333333,0.05773502691896258,0.023570226039551587,0.02886751345948129
2017,Destruction Island,10,OTHER,Other Brown Algae,Other,40,0,0,0,0,0,0
2017,Destruction Island,10,PTECAL,"Pterygophora californica, Pterygophora",Pterygop,4,0.35,0.2943920288775949,0.35,0.36055512754639896,0.14719601443879746,0.18027756377319948
2017,Neah Bay,5,MACPYR,"Macrocystis pyrifera, Macrocystis",Macrocys,9,2.453654617984466,10.030430955557824,3.835103215796214,21.505671706121806,3.343476985185941,7.168557235373935
2017,Neah Bay,5,NERLUE,"Nereocystis luetkeana, Nereocystis",Nereocys,9,0.1361111111111111,0.6299801584177076,0.15555555555555556,0.7745966692414834,0.20999338613923588,0.25819888974716115
2017,Neah Bay,5,OTHER,Other Brown Algae,Other,90,0.14216270415148186,4.982452725221383,0.15332571390710925,5.595106798750799,0.525196631527088,0.5897760411981956
2017,Neah Bay,5,PTECAL,"Pterygophora californica, Pterygophora",Pterygop,9,2.991168915982381,2.9340996317283157,3.162021480194298,4.546279203452432,0.9780332105761053,1.5154264011508107
2017,Neah Bay,10,MACPYR,"Macrocystis pyrifera, Macrocystis",Macrocys,9,1.2206319957701957,5.307807841989363,1.3834481386373534,7.488975730627191,1.769269280663121,2.496325243542397
2017,Neah Bay,10,NERLUE,"Nereocystis luetkeana, Nereocystis",Nereocys,9,0.32489545997610514,1.217676506197314,0.3430731364275668,1.5658508613673474,0.405892168732438,0.5219502871224492
2017,Neah Bay,10,OTHER,Other Brown Algae,Other,90,0.040053763440860216,1.5148141711790906,0.035277777777777776,1.4946672447116092,0.15967543376087057,0.15755176124456485
2017,Neah Bay,10,PTECAL,"Pterygophora californica, Pterygophora",Pterygop,9,2.4914938909473747,2.2677261302880285,2.5311816167833987,2.92662060126855,0.7559087100960095,0.97554020042285
2017,Tatoosh Island,5,MACPYR,"Macrocystis pyrifera, Macrocystis",Macrocys,9,0,0,0,0,0,0
2017,Tatoosh Island,5,NERLUE,"Nereocystis luetkeana, Nereocystis",Nereocys,9,1.6611824394766237,5.318008847557794,1.9109678061362567,6.293805567108279,1.7726696158525979,2.097935189036093
2017,Tatoosh Island,5,OTHER,Other Brown Algae,Other,90,0.19537818662818662,5.262263707075912,0.1813095238095238,5.664345620851186,0.5546912987600333,0.5970744538763432
2017,Tatoosh Island,5,PTECAL,"Pterygophora californica, Pterygophora",Pterygop,9,0.928022672512541,1.5263663758698653,0.933350291683625,1.8759088337835597,0.5087887919566217,0.6253029445945198
2017,Tatoosh Island,10,MACPYR,"Macrocystis pyrifera, Macrocystis",Macrocys,9,0,0,0,0,0,0
2017,Tatoosh Island,10,NERLUE,"Nereocystis luetkeana, Nereocystis",Nereocys,9,1.620335435641983,1.4069682399498544,1.6602259346075159,1.6924721982030755,0.46898941331661814,0.5641573994010252
2017,Tatoosh Island,10,OTHER,Other Brown Algae,Other,90,0.08102198455139632,2.209421121939385,0.0675,2.0519282352847092,0.23289343519376915,0.21629222729031874
2017,Tatoosh Island,10,PTECAL,"Pterygophora californica, Pterygophora",Pterygop,9,1.4132104133011574,0.5964389318816121,1.4159961064945277,0.7246653745964122,0.1988129772938707,0.24155512486547073
2018,Cape Alava,5,MACPYR,"Macrocystis pyrifera, Macrocystis",Macrocys,9,0,0,0,0,0,0
2018,Cape Alava,5,NERLUE,"Nereocystis luetkeana, Nereocystis",Nereocys,9,1.3967909345577978,2.640942624127447,1.4873424926738261,3.361561741393592,0.8803142080424823,1.1205205804645306
2018,Cape Alava,5,OTHER,Other Brown Algae,Other,90,0.01430911680911681,1.4739821529323385,0.025833333333333337,2.80058106655473,0.15537136112349417,0.2952071647418852
2018,Cape Alava,5,PTECAL,"Pterygophora californica, Pterygophora",Pterygop,9,1.3899216861137391,2.2252186099083326,1.422542828885392,2.8077050733683997,0.7417395366361109,0.9359016911227999
2018,Cape Alava,10,MACPYR,"Macrocystis pyrifera, Macrocystis",Macrocys,12,0,0,0,0,0,0
2018,Cape Alava,10,NERLUE,"Nereocystis luetkeana, Nereocystis",Nereocys,12,0.1,0.6582805886043833,0.1,0.8062257748298549,0.190029237516523,0.2327373340628157
2018,Cape Alava,10,OTHER,Other Brown Algae,Other,120,0.017540246212121212,0.9014890438191876,0.01375,0.8216887572512498,0.08229431410725536,0.0750095779324827
2018,Cape Alava,10,PTECAL,"Pterygophora californica, Pterygophora",Pterygop,12,0.3333333333333333,0.5322906474223771,0.3333333333333333,0.6519202405202649,0.1536590742882148,0.18819316317727025
2018,Cape Johnson,5,MACPYR,"Macrocystis pyrifera, Macrocystis",Macrocys,9,3.6211111111111114,10.311614810494039,3.808333333333333,13.171417919115619,3.437204936831346,4.390472639705206
2018,Cape Johnson,5,NERLUE,"Nereocystis luetkeana, Nereocystis",Nereocys,9,0.17222222222222222,1.2349089035228469,0.17222222222222222,1.5124483462254172,0.4116363011742823,0.5041494487418058
2018,Cape Johnson,5,OTHER,Other Brown Algae,Other,90,0.02388888888888889,2.106003323834034,0.023888888888888887,2.142005988593966,0.22199224210669063,0.22578725618925277
2018,Cape Johnson,5,PTECAL,"Pterygophora californica, Pterygophora",Pterygop,9,0.6236111111111111,2.2178607372871726,0.6277777777777778,3.079569775147171,0.7392869124290575,1.0265232583823904
2018,Cape Johnson,10,MACPYR,"Macrocystis pyrifera, Macrocystis",Macrocys,9,0.011111111111111112,0.14142135623730953,0.011111111111111112,0.17320508075688776,0.047140452079103175,0.05773502691896259
2018,Cape Johnson,10,NERLUE,"Nereocystis luetkeana, Nereocystis",Nereocys,9,0.011111111111111112,0.1,0.011111111111111112,0.12247448713915893,0.03333333333333333,0.04082482904638631
2018,Cape Johnson,10,OTHER,Other Brown Algae,Other,90,0.02639784946236559,1.698691958669214,0.025833333333333333,1.7325173532494111,0.17905785441357744,0.18262336406782204
2018,Cape Johnson,10,PTECAL,"Pterygophora californica, Pterygophora",Pterygop,9,0.3680555555555556,0.9696165479198464,0.375,1.194518731540029,0.3232055159732821,0.39817291051334297
2018,Destruction Island,5,MACPYR,"Macrocystis pyrifera, Macrocystis",Macrocys,9,0,0,0,0,0,0
2018,Destruction Island,5,NERLUE,"Nereocystis luetkeana, Nereocystis",Nereocys,9,1.6553814002089864,11.648843028106468,3.505026455026455,31.62182534951729,3.882947676035489,10.540608449839096
2018,Destruction Island,5,OTHER,Other Brown Algae,Other,90,0.07995295698924731,2.7590920487073487,0.07055555555555555,2.6701898421467054,0.29083383826584847,0.2814627228743019
2018,Destruction Island,5,PTECAL,"Pterygophora californica, Pterygophora",Pterygop,9,1.0120370370370368,3.188510188508455,1.2875,5.9039578885693285,1.0628367295028183,1.967985962856443
2018,Destruction Island,10,MACPYR,"Macrocystis pyrifera, Macrocystis",Macrocys,15,0,0,0,0,0,0
2018,Destruction Island,10,NERLUE,"Nereocystis luetkeana, Nereocystis",Nereocys,15,0.056666666666666664,1.0448285345771655,0.056666666666666664,1.2796483892069728,0.26977356760397747,0.3304037933599835
2018,Destruction Island,10,OTHER,Other Brown Algae,Other,150,0.041,5.0779342912907675,0.041,5.164742875063312,0.41461159870145675,0.4216994898860028
2018,Destruction Island,10,PTECAL,"Pterygophora californica, Pterygophora",Pterygop,15,0.03333333333333333,0.5,0.03333333333333333,0.6123724356957946,0.12909944487358055,0.15811388300841897
2018,Neah Bay,5,MACPYR,"Macrocystis pyrifera, Macrocystis",Macrocys,12,0.7855015082956259,3.6462192916811764,0.9267857142857143,5.69514651941028,1.052572844788267,1.6440471880279428
2018,Neah Bay,5,NERLUE,"Nereocystis luetkeana, Nereocystis",Nereocys,12,0.075,0.5251983752196243,0.06874999999999999,0.6576473218982953,0.1516117116555021,0.18984642916490865
2018,Neah Bay,5,OTHER,Other Brown Algae,Other,120,0.09704308712121212,3.9270035317720655,0.07666666666666667,3.5255960611231254,0.3584847362923359,0.32184141522141635
2018,Neah Bay,5,PTECAL,"Pterygophora californica, Pterygophora",Pterygop,12,1.7608958957079974,2.9408896310471677,1.83109785820711,3.712414519457998,0.8489617100710308,1.0716817610762752
2018,Neah Bay,10,MACPYR,"Macrocystis pyrifera, Macrocystis",Macrocys,12,0.23125,1.2809501681694464,0.22083333333333333,1.5588457268119893,0.36977846220556315,0.44999999999999996
2018,Neah Bay,10,NERLUE,"Nereocystis luetkeana, Nereocystis",Nereocys,12,0.239375,2.211577491294393,0.2729166666666667,2.9167619032070484,0.6384274299662676,0.8419966349893173
2018,Neah Bay,10,OTHER,Other Brown Algae,Other,120,0.17781691472526373,8.364336043964082,0.14753851945232344,8.501546725483776,0.7635559216387751,0.7760814858719406
2018,Neah Bay,10,PTECAL,"Pterygophora californica, Pterygophora",Pterygop,12,0.5585416666666667,1.2504165972453607,0.5583333333333333,1.5771810295587505,0.36096417950939247,0.45529294598825787
2018,Tatoosh Island,5,MACPYR,"Macrocystis pyrifera, Macrocystis",Macrocys,9,0,0,0,0,0,0
2018,Tatoosh Island,5,NERLUE,"Nereocystis luetkeana, Nereocystis",Nereocys,9,1.2191078342532333,2.426668401067734,1.2748269969633592,2.965610105915443,0.808889467022578,0.9885367019718143
2018,Tatoosh Island,5,OTHER,Other Brown Algae,Other,90,0.279818364875383,11.24749732658974,0.4109161960185667,17.65033320476379,1.1855903176226101,1.860508479598423
2018,Tatoosh Island,5,PTECAL,"Pterygophora californica, Pterygophora",Pterygop,9,2.035144664425223,4.934121695461894,2.3177450674432385,7.1117451632466775,1.6447072318206313,2.370581721082226
2018,Tatoosh Island,10,MACPYR,"Macrocystis pyrifera, Macrocystis",Macrocys,9,0,0,0,0,0,0
2018,Tatoosh Island,10,NERLUE,"Nereocystis luetkeana, Nereocystis",Nereocys,9,0.8677416440831075,2.424734897908873,0.9833333333333333,3.4342029642989944,0.8082449659696244,1.1447343214329981
2018,Tatoosh Island,10,OTHER,Other Brown Algae,Other,90,0.07360215053763441,2.57949475366459,0.06555555555555556,2.4562113382058626,0.2719026211345023,0.25890740811535595
2018,Tatoosh Island,10,PTECAL,"Pterygophora californica, Pterygophora",Pterygop,9,1.432714373005635,1.6168193535046549,1.4668374112930196,2.0397086445763715,0.5389397845015517,0.6799028815254572
2019,Cape Alava,5,MACPYR,"Macrocystis pyrifera, Macrocystis",Macrocys,12,0.05416666666666667,0.8286535263104036,0.05416666666666667,1.014889156509222,0.23921166824012208,0.29297326385411576
