"year","site","complex","Mean","VAR","SD","N","SE"
2019,"Tatoosh Island","CQB",0.0714285714285714,0.0675324675324675,0.259870097418821,56,0.0347266024860284
2019,"Tatoosh Island","RYOY",0,0,0,28,0
2019,"Tatoosh Island","SEMY",0,0,0,28,0
2019,"Tatoosh Island","SENE",0,0,0,28,0
2019,"Tatoosh Island","SEPI",0,0,0,28,0
2019,"Tatoosh Island","YTB",1.03333333333333,17.2531073446328,4.15368599494868,60,0.53623855612704
2019,"Neah Bay","CQB",0.0666666666666667,0.0632768361581921,0.251548874293232,60,0.0324748200298303
2019,"Neah Bay","RYOY",0.588235294117647,4.61319073083779,2.14783396258598,34,0.368350485704524
2019,"Neah Bay","SEMY",0,0,0,30,0
2019,"Neah Bay","SENE",0,0,0,30,0
2019,"Neah Bay","SEPI",0.0666666666666667,0.064367816091954,0.253708131702462,30,0.0463205555853101
2019,"Neah Bay","YTB",2.56756756756757,132.467974824139,11.5094732644087,74,1.33794909017263
2021,"Destruction Island","CQB",0.15,0.233333333333333,0.483045891539648,40,0.0763762615825973
2021,"Destruction Island","RYOY",7,373.12,19.3163143482394,26,3.78824091509096
2021,"Destruction Island","SEMY",1.7,24.0105263157895,4.90005370539849,20,1.09568531786708
2021,"Destruction Island","SENE",0,0,0,20,0
2021,"Destruction Island","SEPI",0,0,0,20,0
2021,"Destruction Island","YTB",7.55,188.971794871795,13.7467012359982,40,2.17354431098031
2021,"Cape Johnson","CQB",2,46.031746031746,6.7846699279881,64,0.848083740998512
2021,"Cape Johnson","RYOY",0,0,0,32,0
2021,"Cape Johnson","SEMY",0,0,0,32,0
2021,"Cape Johnson","SENE",0,0,0,32,0
2021,"Cape Johnson","SEPI",0.4375,1.67338709677419,1.29359464159921,32,0.228677385795346
2021,"Cape Johnson","YTB",2.1025641025641,39.4179154179154,6.27836885010075,78,0.710885286085789
2021,"Cape Alava","CQB",0.0714285714285714,0.14025974025974,0.374512670359416,56,0.0500463606960979
2021,"Cape Alava","RYOY",0.764705882352941,3.09447415329768,1.75911175122494,34,0.301685176442639
2021,"Cape Alava","SEMY",0,0,0,28,0
2021,"Cape Alava","SENE",0,0,0,28,0
2021,"Cape Alava","SEPI",0,0,0,28,0
2021,"Cape Alava","YTB",3,84.0655737704918,9.16872803449267,62,1.16442962481078
2021,"Tatoosh Island","CQB",0,0,0,56,0
2021,"Tatoosh Island","RYOY",0,0,0,28,0
2021,"Tatoosh Island","SEMY",0,0,0,28,0
2021,"Tatoosh Island","SENE",0,0,0,28,0
2021,"Tatoosh Island","SEPI",0,0,0,28,0
2021,"Tatoosh Island","YTB",2.13793103448276,74.3666061705989,8.62360749168229,58,1.13233513811518
2021,"Neah Bay","CQB",0.09375,0.149801587301587,0.387042100166878,64,0.0483802625208597
2021,"Neah Bay","RYOY",0,0,0,32,0
2021,"Neah Bay","SEMY",0,0,0,32,0
2021,"Neah Bay","SENE",0,0,0,32,0
2021,"Neah Bay","SEPI",3.75,202.774193548387,14.2398803909438,32,2.51727899693043
2021,"Neah Bay","YTB",1.94285714285714,39.7068322981366,6.30133575507103,70,0.753153677148264
2022,"Cape Alava","CQB",0,0,0,44,0
2022,"Cape Alava","RYOY",0,0,0,22,0
2022,"Cape Alava","SEMY",0,0,0,22,0
2022,"Cape Alava","SENE",0,0,0,22,0
2022,"Cape Alava","SEPI",0,0,0,22,0
2022,"Cape Alava","YTB",0,0,0,44,0
2022,"Tatoosh Island","CQB",0,0,0,56,0
2022,"Tatoosh Island","RYOY",0,0,0,28,0
2022,"Tatoosh Island","SEMY",0,0,0,28,0
2022,"Tatoosh Island","SENE",0,0,0,28,0
2022,"Tatoosh Island","SEPI",0,0,0,28,0
2022,"Tatoosh Island","YTB",0.137931034482759,0.331518451300665,0.575776390016702,58,0.0756031438979415
2022,"Neah Bay","CQB",0,0,0,52,0
2022,"Neah Bay","RYOY",0,0,0,26,0
2022,"Neah Bay","SEMY",0,0,0,26,0
2022,"Neah Bay","SENE",0,0,0,26,0
2022,"Neah Bay","SEPI",0,0,0,26,0
2022,"Neah Bay","YTB",0.172413793103448,0.285541439806413,0.534360776822563,58,0.070165007464721
2023,"Destruction Island","CQB",0,0,0,40,0
2023,"Destruction Island","RYOY",0,0,0,20,0
2023,"Destruction Island","SEMY",3.8,13.4315789473684,3.66491186079126,20,0.819499205227449
2023,"Destruction Island","SENE",0,0,0,20,0
2023,"Destruction Island","SEPI",0,0,0,20,0
2023,"Destruction Island","YTB",0.318181818181818,0.873150105708245,0.934425013421754,44,0.140869871101944
2023,"Cape Johnson","CQB",0,0,0,68,0
2023,"Cape Johnson","RYOY",0.428571428571429,1.12891986062718,1.06250640498172,42,0.163948297644858
2023,"Cape Johnson","SEMY",0.0588235294117647,0.0570409982174688,0.238832573610613,34,0.0409594484601642
2023,"Cape Johnson","SENE",0,0,0,34,0
2023,"Cape Johnson","SEPI",0.647058823529412,1.93226381461676,1.39005892487216,34,0.238393138880293
2023,"Cape Johnson","YTB",0.86046511627907,5.95677154582763,2.44064982040186,86,0.263182038552407
2023,"Cape Alava","CQB",0,0,0,64,0
2023,"Cape Alava","RYOY",0.85,4.13076923076923,2.03242939133669,40,0.321355303004682
2023,"Cape Alava","SEMY",0.125,0.112903225806452,0.336010752516124,32,0.0593988704139364
2023,"Cape Alava","SENE",0,0,0,32,0
2023,"Cape Alava","SEPI",0.1875,0.544354838709677,0.737804065256947,32,0.130426564432547
2023,"Cape Alava","YTB",2.30555555555556,63.933489827856,7.99584203369827,72,0.94231902055408
2023,"Tatoosh Island","CQB",0,0,0,64,0
2023,"Tatoosh Island","RYOY",0,0,0,32,0
2023,"Tatoosh Island","SEMY",0,0,0,32,0
2023,"Tatoosh Island","SENE",0,0,0,32,0
2023,"Tatoosh Island","SEPI",0,0,0,32,0
2023,"Tatoosh Island","YTB",0.114285714285714,0.160662525879917,0.400827301814531,70,0.0479080258531039
2023,"Neah Bay","CQB",0,0,0,68,0
2023,"Neah Bay","RYOY",0.333333333333333,0.520325203252033,0.721335707733946,42,0.111304516150624
2023,"Neah Bay","SEMY",0,0,0,34,0
2023,"Neah Bay","SENE",0,0,0,34,0
2023,"Neah Bay","SEPI",0.352941176470588,1.08377896613191,1.0410470527944,34,0.178538096621018
2023,"Neah Bay","YTB",0.0857142857142857,0.253416149068323,0.503404558052788,70,0.0601683529854029
2024,"Destruction Island","CQB",0,0,0,12,0
2024,"Destruction Island","RYOY",0,0,0,6,0
2024,"Destruction Island","SEMY",0,0,0,6,0
2024,"Destruction Island","SENE",0,0,0,6,0
2024,"Destruction Island","SEPI",0,0,0,6,0
2024,"Destruction Island","YTB",0.285714285714286,0.527472527472527,0.726273039202563,14,0.194104634424788
2024,"Cape Alava","CQB",0,0,0,28,0
2024,"Cape Alava","RYOY",0,0,0,14,0
2024,"Cape Alava","SEMY",0,0,0,14,0
2024,"Cape Alava","SENE",0,0,0,14,0
2024,"Cape Alava","SEPI",2.57142857142857,37.4945054945055,6.12327571602859,14,1.63651427243799
2024,"Cape Alava","YTB",7.8,535.062068965517,23.1314087112203,30,4.22319811266895
2024,"Tatoosh Island","CQB",0,0,0,68,0
2024,"Tatoosh Island","RYOY",0,0,0,34,0
2024,"Tatoosh Island","SEMY",0,0,0,34,0
2024,"Tatoosh Island","SENE",0.0588235294117647,0.0570409982174688,0.238832573610613,34,0.0409594484601642
2024,"Tatoosh Island","SEPI",0,0,0,34,0
2024,"Tatoosh Island","YTB",1.38235294117647,18.9262510974539,4.35043113926125,68,0.527567267769126
2024,"Neah Bay","CQB",0.0294117647058824,0.028972783143108,0.170213933457599,68,0.0206414713705158
2024,"Neah Bay","RYOY",0.764705882352941,2.48841354723708,1.57747061691718,34,0.270533978905177
2024,"Neah Bay","SEMY",0,0,0,34,0
2024,"Neah Bay","SENE",0,0,0,34,0
2024,"Neah Bay","SEPI",0.529411764705882,1.71122994652406,1.30813988033546,34,0.224344138646022
2024,"Neah Bay","YTB",4.94736842105263,67.3038596491228,8.20389295695177,76,0.941051061657311
2025,"Destruction Island","CQB",0.366666666666667,1.32090395480226,1.14930585781256,60,0.148374748233556
2025,"Destruction Island","RYOY",1.4,18.5931034482759,4.3119721066208,30,0.787254796709762
2025,"Destruction Island","SEMY",5.26666666666667,53.0298850574713,7.28216211419873,30,1.32953481911872
2025,"Destruction Island","SENE",0,0,0,30,0
2025,"Destruction Island","SEPI",1,3.03448275862069,1.74197668142277,30,0.318039974354414
2025,"Destruction Island","YTB",16.4186046511628,2532.48153214774,50.3237670703192,86,5.42655136123639
2025,"Cape Johnson","CQB",0.28125,1.60218253968254,1.26577349462,64,0.158221686827501
2025,"Cape Johnson","RYOY",0.1875,0.544354838709677,0.737804065256947,32,0.130426564432547
2025,"Cape Johnson","SEMY",0.125,0.241935483870968,0.491869376837965,32,0.0869510429550315
2025,"Cape Johnson","SENE",0,0,0,32,0
2025,"Cape Johnson","SEPI",0.875,2.82258064516129,1.68005376258062,32,0.296994352069682
2025,"Cape Johnson","YTB",6.93333333333333,233.186516853933,15.2704458629711,90,1.60964632710948
2025,"Cape Alava","CQB",1.8,37.2474576271186,6.10306952501105,60,0.787902887703794
2025,"Cape Alava","RYOY",0.933333333333333,5.85747126436782,2.42022132549232,30,0.441869938042399
2025,"Cape Alava","SEMY",0.4,0.8,0.894427190999916,30,0.163299316185545
2025,"Cape Alava","SENE",0,0,0,30,0
2025,"Cape Alava","SEPI",1.86666666666667,8.67126436781609,2.94470106595153,30,0.537626399643721
2025,"Cape Alava","YTB",4.58333333333333,256.359154929577,16.0112196577768,72,1.88694033251355
2025,"Tatoosh Island","CQB",0,0,0,56,0
2025,"Tatoosh Island","RYOY",0.357142857142857,0.682539682539683,0.826159598709403,28,0.156129488673857
2025,"Tatoosh Island","SEMY",0,0,0,28,0
2025,"Tatoosh Island","SENE",0,0,0,28,0
2025,"Tatoosh Island","SEPI",0,0,0,28,0
2025,"Tatoosh Island","YTB",5.65714285714286,373.272049689441,19.3202497315496,70,2.30921152186332
2025,"Neah Bay","CQB",0.1875,0.281746031746032,0.530797543085904,64,0.066349692885738
2025,"Neah Bay","RYOY",0.3125,0.608870967741935,0.78030184399496,32,0.137939181315301
2025,"Neah Bay","SEMY",0.0625,0.0604838709677419,0.245934688418982,32,0.0434755214775158
2025,"Neah Bay","SENE",0,0,0,32,0
2025,"Neah Bay","SEPI",0,0,0,32,0
2025,"Neah Bay","YTB",3.68571428571429,80.4505175983437,8.96942125214017,70,1.07205088897298
