year,site,zone,transect,lump,n_obs,dens_weighted,sd_w,se_w,dens_averaged,sd_ave,se_ave
2015,Cape Alava,5,1,bivalve,2,0.015873015873015872,0.07098628499999332,0.05019488349473617,0.16666666666666666,0.23570226039551584,0.16666666666666666
2015,Cape Alava,5,1,blood_star,1,0,0,0,0,NA,NA
2015,Cape Alava,5,1,Cal_cuc,1,0,0,0,0,NA,NA
2015,Cape Alava,5,1,chiton,2,0,0,0,0,0,0
2015,Cape Alava,5,1,crabs,2,0.25,0,0,0.25,0,0
2015,Cape Alava,5,1,green_urchin,1,0,0,0,0,NA,NA
2015,Cape Alava,5,1,kelp_crab,1,0,0,0,0,NA,NA
2015,Cape Alava,5,1,large_anemone,3,0,0,0,0,0,0
2015,Cape Alava,5,1,large_nudibranch,2,0.2857142857142857,0.04123930494211611,0.029160592175990204,0.29166666666666663,0.058925565098878946,0.04166666666666665
2015,Cape Alava,5,1,large_sea_star,2,0.015873015873015872,0.07098628499999332,0.05019488349473617,0.16666666666666666,0.23570226039551584,0.16666666666666666
2015,Cape Alava,5,1,large_seastar,1,0,0,0,0,NA,NA
2015,Cape Alava,5,1,leather_star,3,0.2727272727272727,0.03711348095126027,0.021427478217774167,0.2777777777777778,0.0481125224324688,0.027777777777777773
2015,Cape Alava,5,1,med_nudibranch,2,0,0,0,0,0,0
2015,Cape Alava,5,1,med_sea_star,1,0,0,0,0,NA,NA
2015,Cape Alava,5,1,orange_cucumber,1,1.5,0,0,1.5,NA,NA
2015,Cape Alava,5,1,P_ochraceous,1,0.3333333333333333,0,0,0.3333333333333333,NA,NA
2015,Cape Alava,5,1,purple_urchin,1,0,0,0,0,NA,NA
2015,Cape Alava,5,1,sea_cucumber,1,0,0,0,0,NA,NA
2015,Cape Alava,5,1,shelled_gastropod,3,0,0,0,0,0,0
2015,Cape Alava,5,1,small_anemone,1,0,0,0,0,NA,NA
2015,Cape Alava,5,1,tunicate,1,1.5,0,0,1.5,NA,NA
2015,Cape Alava,5,2,bivalve,2,0,0,0,0,0,0
2015,Cape Alava,5,2,blood_star,3,0.5454545454545454,0.48247525236638356,0.2785572168310642,0.611111111111111,0.6254627916220945,0.3611111111111111
2015,Cape Alava,5,2,Cal_cuc,1,0,0,0,0,NA,NA
2015,Cape Alava,5,2,chiton,2,0,0,0,0,0,0
2015,Cape Alava,5,2,crabs,2,0.015625,0.06051536478449089,0.0427908248050911,0.125,0.1767766952966369,0.125
2015,Cape Alava,5,2,green_urchin,1,0,0,0,0,NA,NA
2015,Cape Alava,5,2,kelp_crab,1,0,0,0,0,NA,NA
2015,Cape Alava,5,2,large_anemone,3,0,0,0,0,0,0
2015,Cape Alava,5,2,large_nudibranch,2,0.5714285714285714,0.3711537444790451,0.26244532958391187,0.625,0.5303300858899106,0.37499999999999994
2015,Cape Alava,5,2,large_sea_star,2,0,0,0,0,0,0
2015,Cape Alava,5,2,large_seastar,1,0,0,0,0,NA,NA
2015,Cape Alava,5,2,leather_star,2,0.7142857142857143,0.24743582965269675,0.17496355305594127,0.75,0.3535533905932738,0.25
2015,Cape Alava,5,2,med_nudibranch,2,0.015873015873015872,0.07098628499999332,0.05019488349473617,0.16666666666666666,0.23570226039551584,0.16666666666666666
2015,Cape Alava,5,2,med_sea_star,1,0,0,0,0,NA,NA
2015,Cape Alava,5,2,orange_cucumber,1,2.5,0,0,2.5,NA,NA
2015,Cape Alava,5,2,P_ochraceous,1,0,0,0,0,NA,NA
2015,Cape Alava,5,2,purple_urchin,1,0,0,0,0,NA,NA
2015,Cape Alava,5,2,sea_cucumber,1,0,0,0,0,NA,NA
2015,Cape Alava,5,2,shelled_gastropod,3,0,0,0,0,0,0
2015,Cape Alava,5,2,small_anemone,1,0,0,0,0,NA,NA
2015,Cape Alava,5,2,tunicate,1,1.75,0,0,1.75,NA,NA
2015,Cape Johnson,5,1,bivalve,2,0,0,0,0,0,0
2015,Cape Johnson,5,1,blood_star,1,0,0,0,0,NA,NA
2015,Cape Johnson,5,1,Cal_cuc,1,0,0,0,0,NA,NA
2015,Cape Johnson,5,1,chiton,2,0,0,0,0,0,0
2015,Cape Johnson,5,1,crabs,2,0,0,0,0,0,0
2015,Cape Johnson,5,1,green_urchin,1,0,0,0,0,NA,NA
2015,Cape Johnson,5,1,kelp_crab,1,0,0,0,0,NA,NA
2015,Cape Johnson,5,1,large_anemone,3,0,0,0,0,0,0
2015,Cape Johnson,5,1,large_nudibranch,1,0,0,0,0,NA,NA
2015,Cape Johnson,5,1,large_sea_star,2,0,0,0,0,0,0
2015,Cape Johnson,5,1,large_seastar,1,0,0,0,0,NA,NA
2015,Cape Johnson,5,1,leather_star,1,0.6666666666666666,0,0,0.6666666666666666,NA,NA
2015,Cape Johnson,5,1,med_nudibranch,2,0,0,0,0,0,0
2015,Cape Johnson,5,1,med_sea_star,1,0,0,0,0,NA,NA
2015,Cape Johnson,5,1,orange_cucumber,1,0,0,0,0,NA,NA
2015,Cape Johnson,5,1,P_ochraceous,1,0,0,0,0,NA,NA
2015,Cape Johnson,5,1,purple_urchin,1,0,0,0,0,NA,NA
2015,Cape Johnson,5,1,sea_cucumber,1,0,0,0,0,NA,NA
2015,Cape Johnson,5,1,shelled_gastropod,3,0.008130081300813009,0.0514191489458273,0.029686859485374858,0.1111111111111111,0.19245008972987526,0.11111111111111112
2015,Cape Johnson,5,1,small_anemone,1,0,0,0,0,NA,NA
2015,Cape Johnson,5,1,tunicate,1,1,0,0,1,NA,NA
2015,Cape Johnson,5,2,bivalve,2,0,0,0,0,0,0
2015,Cape Johnson,5,2,blood_star,1,0,0,0,0,NA,NA
2015,Cape Johnson,5,2,Cal_cuc,1,0,0,0,0,NA,NA
2015,Cape Johnson,5,2,chiton,2,0,0,0,0,0,0
2015,Cape Johnson,5,2,crabs,2,0,0,0,0,0,0
2015,Cape Johnson,5,2,green_urchin,1,0,0,0,0,NA,NA
2015,Cape Johnson,5,2,kelp_crab,1,0,0,0,0,NA,NA
2015,Cape Johnson,5,2,large_anemone,3,0.008130081300813009,0.0514191489458273,0.029686859485374858,0.1111111111111111,0.19245008972987526,0.11111111111111112
2015,Cape Johnson,5,2,large_nudibranch,1,0,0,0,0,NA,NA
2015,Cape Johnson,5,2,large_sea_star,2,0,0,0,0,0,0
2015,Cape Johnson,5,2,large_seastar,1,0,0,0,0,NA,NA
2015,Cape Johnson,5,2,leather_star,1,0,0,0,0,NA,NA
2015,Cape Johnson,5,2,med_nudibranch,2,0,0,0,0,0,0
2015,Cape Johnson,5,2,med_sea_star,1,0,0,0,0,NA,NA
2015,Cape Johnson,5,2,orange_cucumber,1,0,0,0,0,NA,NA
2015,Cape Johnson,5,2,P_ochraceous,1,0,0,0,0,NA,NA
2015,Cape Johnson,5,2,purple_urchin,1,0,0,0,0,NA,NA
2015,Cape Johnson,5,2,sea_cucumber,1,0,0,0,0,NA,NA
2015,Cape Johnson,5,2,shelled_gastropod,3,0,0,0,0,0,0
2015,Cape Johnson,5,2,small_anemone,1,0,0,0,0,NA,NA
2015,Cape Johnson,5,2,tunicate,1,0,0,0,0,NA,NA
2015,Chibadehl Rocks,5,1,bivalve,2,0,0,0,0,0,0
2015,Chibadehl Rocks,5,1,blood_star,2,0.6666666666666666,0.33333333333333337,0.23570226039551584,0.6666666666666666,0.4714045207910317,0.3333333333333333
2015,Chibadehl Rocks,5,1,Cal_cuc,1,0,0,0,0,NA,NA
2015,Chibadehl Rocks,5,1,chiton,2,0,0,0,0,0,0
2015,Chibadehl Rocks,5,1,crabs,2,0.015873015873015872,0.07098628499999332,0.05019488349473617,0.16666666666666666,0.23570226039551584,0.16666666666666666
2015,Chibadehl Rocks,5,1,green_urchin,1,0,0,0,0,NA,NA
2015,Chibadehl Rocks,5,1,kelp_crab,1,0,0,0,0,NA,NA
2015,Chibadehl Rocks,5,1,large_anemone,3,0.008130081300813009,0.0514191489458273,0.029686859485374858,0.1111111111111111,0.19245008972987526,0.11111111111111112
2015,Chibadehl Rocks,5,1,large_nudibranch,1,0,0,0,0,NA,NA
2015,Chibadehl Rocks,5,1,large_sea_star,2,0,0,0,0,0,0
2015,Chibadehl Rocks,5,1,large_seastar,1,0,0,0,0,NA,NA
2015,Chibadehl Rocks,5,1,leather_star,1,0,0,0,0,NA,NA
2015,Chibadehl Rocks,5,1,med_nudibranch,2,0,0,0,0,0,0
2015,Chibadehl Rocks,5,1,med_sea_star,1,0,0,0,0,NA,NA
2015,Chibadehl Rocks,5,1,orange_cucumber,1,0,0,0,0,NA,NA
2015,Chibadehl Rocks,5,1,P_ochraceous,1,0,0,0,0,NA,NA
2015,Chibadehl Rocks,5,1,purple_urchin,1,0.3333333333333333,0,0,0.3333333333333333,NA,NA
2015,Chibadehl Rocks,5,1,sea_cucumber,1,0,0,0,0,NA,NA
2015,Chibadehl Rocks,5,1,shelled_gastropod,4,0.07246376811594203,0.19551793569901507,0.09775896784950754,0.41666666666666663,0.3191423692521127,0.15957118462605635
2015,Chibadehl Rocks,5,1,small_anemone,1,0,0,0,0,NA,NA
2015,Chibadehl Rocks,5,1,tunicate,1,0,0,0,0,NA,NA
2015,Chibadehl Rocks,5,2,bivalve,2,0,0,0,0,0,0
2015,Chibadehl Rocks,5,2,blood_star,1,0,0,0,0,NA,NA
2015,Chibadehl Rocks,5,2,Cal_cuc,1,0,0,0,0,NA,NA
2015,Chibadehl Rocks,5,2,chiton,2,0,0,0,0,0,0
2015,Chibadehl Rocks,5,2,crabs,2,0,0,0,0,0,0
2015,Chibadehl Rocks,5,2,green_urchin,1,2,0,0,2,NA,NA
2015,Chibadehl Rocks,5,2,kelp_crab,1,0,0,0,0,NA,NA
2015,Chibadehl Rocks,5,2,large_anemone,6,0.03125,0.12103072956898178,0.04941058844013093,0.3333333333333333,0.2581988897471611,0.10540925533894598
2015,Chibadehl Rocks,5,2,large_nudibranch,1,0,0,0,0,NA,NA
2015,Chibadehl Rocks,5,2,large_sea_star,2,0,0,0,0,0,0
2015,Chibadehl Rocks,5,2,large_seastar,1,0,0,0,0,NA,NA
2015,Chibadehl Rocks,5,2,leather_star,1,0,0,0,0,NA,NA
2015,Chibadehl Rocks,5,2,med_nudibranch,2,0,0,0,0,0,0
2015,Chibadehl Rocks,5,2,med_sea_star,1,0,0,0,0,NA,NA
2015,Chibadehl Rocks,5,2,orange_cucumber,1,0.3333333333333333,0,0,0.3333333333333333,NA,NA
2015,Chibadehl Rocks,5,2,P_ochraceous,1,0,0,0,0,NA,NA
2015,Chibadehl Rocks,5,2,purple_urchin,1,0,0,0,0,NA,NA
2015,Chibadehl Rocks,5,2,sea_cucumber,1,0,0,0,0,NA,NA
2015,Chibadehl Rocks,5,2,shelled_gastropod,3,0,0,0,0,0,0
2015,Chibadehl Rocks,5,2,small_anemone,1,0,0,0,0,NA,NA
2015,Chibadehl Rocks,5,2,tunicate,1,0,0,0,0,NA,NA
2015,Destruction Island,5,1,bivalve,2,0,0,0,0,0,0
2015,Destruction Island,5,1,blood_star,1,0.3333333333333333,0,0,0.3333333333333333,NA,NA
2015,Destruction Island,5,1,Cal_cuc,1,0,0,0,0,NA,NA
2015,Destruction Island,5,1,chiton,2,0,0,0,0,0,0
2015,Destruction Island,5,1,crabs,2,0,0,0,0,0,0
2015,Destruction Island,5,1,green_urchin,1,0,0,0,0,NA,NA
2015,Destruction Island,5,1,kelp_crab,1,0,0,0,0,NA,NA
2015,Destruction Island,5,1,large_anemone,3,0,0,0,0,0,0
2015,Destruction Island,5,1,large_nudibranch,1,0,0,0,0,NA,NA
2015,Destruction Island,5,1,large_sea_star,2,0,0,0,0,0,0
2015,Destruction Island,5,1,large_seastar,1,0,0,0,0,NA,NA
2015,Destruction Island,5,1,leather_star,1,5,0,0,5,NA,NA
2015,Destruction Island,5,1,med_nudibranch,2,0,0,0,0,0,0
2015,Destruction Island,5,1,med_sea_star,1,0,0,0,0,NA,NA
2015,Destruction Island,5,1,orange_cucumber,1,0,0,0,0,NA,NA
2015,Destruction Island,5,1,P_ochraceous,1,0,0,0,0,NA,NA
2015,Destruction Island,5,1,purple_urchin,1,0,0,0,0,NA,NA
2015,Destruction Island,5,1,sea_cucumber,1,0,0,0,0,NA,NA
2015,Destruction Island,5,1,shelled_gastropod,3,0,0,0,0,0,0
2015,Destruction Island,5,1,small_anemone,1,0,0,0,0,NA,NA
2015,Destruction Island,5,1,tunicate,1,0,0,0,0,NA,NA
2015,Destruction Island,5,2,bivalve,2,0,0,0,0,0,0
2015,Destruction Island,5,2,blood_star,1,1.6666666666666667,0,0,1.6666666666666667,NA,NA
2015,Destruction Island,5,2,Cal_cuc,1,0,0,0,0,NA,NA
2015,Destruction Island,5,2,chiton,2,0,0,0,0,0,0
2015,Destruction Island,5,2,crabs,2,0,0,0,0,0,0
2015,Destruction Island,5,2,green_urchin,1,0,0,0,0,NA,NA
2015,Destruction Island,5,2,kelp_crab,1,0,0,0,0,NA,NA
2015,Destruction Island,5,2,large_anemone,4,0.015873015873015872,0.07098628499999332,0.03549314249999666,0.16666666666666666,0.19245008972987526,0.09622504486493763
2015,Destruction Island,5,2,large_nudibranch,1,0.6666666666666666,0,0,0.6666666666666666,NA,NA
2015,Destruction Island,5,2,large_sea_star,2,0,0,0,0,0,0
2015,Destruction Island,5,2,large_seastar,1,0,0,0,0,NA,NA
2015,Destruction Island,5,2,leather_star,1,5.333333333333333,0,0,5.333333333333333,NA,NA
2015,Destruction Island,5,2,med_nudibranch,2,0,0,0,0,0,0
2015,Destruction Island,5,2,med_sea_star,1,0,0,0,0,NA,NA
2015,Destruction Island,5,2,orange_cucumber,1,0,0,0,0,NA,NA
2015,Destruction Island,5,2,P_ochraceous,1,0.3333333333333333,0,0,0.3333333333333333,NA,NA
2015,Destruction Island,5,2,purple_urchin,1,0,0,0,0,NA,NA
2015,Destruction Island,5,2,sea_cucumber,1,0,0,0,0,NA,NA
2015,Destruction Island,5,2,shelled_gastropod,3,0,0,0,0,0,0
2015,Destruction Island,5,2,small_anemone,1,0,0,0,0,NA,NA
2015,Destruction Island,5,2,tunicate,1,0,0,0,0,NA,NA
2015,Neah Bay,5,1,bivalve,2,0,0,0,0,0,0
2015,Neah Bay,5,1,blood_star,5,0.7333333333333333,0.24944382578492946,0.11155467020454342,0.7333333333333333,0.27888667551135854,0.12472191289246472
2015,Neah Bay,5,1,Cal_cuc,1,0.3333333333333333,0,0,0.3333333333333333,NA,NA
2015,Neah Bay,5,1,chiton,3,0.045454545454545456,0.15227084274425592,0.08791361204812734,0.3333333333333333,0.3333333333333333,0.19245008972987526
2015,Neah Bay,5,1,crabs,2,0.015873015873015872,0.07098628499999332,0.05019488349473617,0.16666666666666666,0.23570226039551584,0.16666666666666666
2015,Neah Bay,5,1,green_urchin,1,0,0,0,0,NA,NA
2015,Neah Bay,5,1,kelp_crab,1,0,0,0,0,NA,NA
2015,Neah Bay,5,1,large_anemone,3,0,0,0,0,0,0
2015,Neah Bay,5,1,large_nudibranch,2,0.3333333333333333,0,0,0.3333333333333333,0,0
2015,Neah Bay,5,1,large_sea_star,2,0,0,0,0,0,0
2015,Neah Bay,5,1,large_seastar,1,0,0,0,0,NA,NA
2015,Neah Bay,5,1,leather_star,1,0,0,0,0,NA,NA
2015,Neah Bay,5,1,med_nudibranch,2,0,0,0,0,0,0
2015,Neah Bay,5,1,med_sea_star,1,0.3333333333333333,0,0,0.3333333333333333,NA,NA
2015,Neah Bay,5,1,orange_cucumber,2,2.3333333333333335,1.9999999999999998,1.4142135623730947,2.333333333333333,2.82842712474619,1.9999999999999998
2015,Neah Bay,5,1,P_ochraceous,1,0,0,0,0,NA,NA
2015,Neah Bay,5,1,purple_urchin,5,0.4666666666666667,0.1632993161855452,0.07302967433402213,0.4666666666666666,0.18257418583505536,0.0816496580927726
2015,Neah Bay,5,1,sea_cucumber,1,0,0,0,0,NA,NA
2015,Neah Bay,5,1,shelled_gastropod,3,0,0,0,0,0,0
2015,Neah Bay,5,1,small_anemone,1,0,0,0,0,NA,NA
2015,Neah Bay,5,1,tunicate,3,0.4444444444444444,0.15713484026367722,0.09072184232530289,0.4444444444444444,0.19245008972987526,0.11111111111111112
2015,Neah Bay,5,2,bivalve,2,0,0,0,0,0,0
2015,Neah Bay,5,2,blood_star,6,0.5555555555555556,0.3685138655950444,0.15044515564140667,0.5555555555555556,0.40368671387966554,0.16480441082434807
2015,Neah Bay,5,2,Cal_cuc,1,0.3333333333333333,0,0,0.3333333333333333,NA,NA
2015,Neah Bay,5,2,chiton,2,0.015873015873015872,0.07098628499999332,0.05019488349473617,0.16666666666666666,0.23570226039551584,0.16666666666666666
2015,Neah Bay,5,2,crabs,3,0.030303030303030304,0.09582659576267816,0.05532551085910769,0.2222222222222222,0.19245008972987526,0.11111111111111112
2015,Neah Bay,5,2,green_urchin,1,0,0,0,0,NA,NA
2015,Neah Bay,5,2,kelp_crab,1,0,0,0,0,NA,NA
2015,Neah Bay,5,2,large_anemone,3,0,0,0,0,0,0
2015,Neah Bay,5,2,large_nudibranch,4,0.4166666666666667,0.14433756729740643,0.07216878364870322,0.41666666666666663,0.16666666666666666,0.08333333333333333
2015,Neah Bay,5,2,large_sea_star,2,0,0,0,0,0,0
2015,Neah Bay,5,2,large_seastar,1,0,0,0,0,NA,NA
2015,Neah Bay,5,2,leather_star,1,0,0,0,0,NA,NA
2015,Neah Bay,5,2,med_nudibranch,3,0.030303030303030304,0.09582659576267816,0.05532551085910769,0.2222222222222222,0.19245008972987526,0.11111111111111112
2015,Neah Bay,5,2,med_sea_star,1,0,0,0,0,NA,NA
2015,Neah Bay,5,2,orange_cucumber,1,0,0,0,0,NA,NA
2015,Neah Bay,5,2,P_ochraceous,1,0,0,0,0,NA,NA
2015,Neah Bay,5,2,purple_urchin,1,0,0,0,0,NA,NA
2015,Neah Bay,5,2,sea_cucumber,1,0,0,0,0,NA,NA
2015,Neah Bay,5,2,shelled_gastropod,3,0,0,0,0,0,0
2015,Neah Bay,5,2,small_anemone,1,0,0,0,0,NA,NA
2015,Neah Bay,5,2,tunicate,1,0,0,0,0,NA,NA
2015,Point of the Arches,5,1,bivalve,2,0,0,0,0,0,0
2015,Point of the Arches,5,1,blood_star,1,0.6666666666666666,0,0,0.6666666666666666,NA,NA
2015,Point of the Arches,5,1,Cal_cuc,1,0,0,0,0,NA,NA
2015,Point of the Arches,5,1,chiton,3,0.029850746268656716,0.08840475444734756,0.051040508777818884,0.19444444444444445,0.17347216662217774,0.10015420209622193
2015,Point of the Arches,5,1,crabs,2,0,0,0,0,0,0
2015,Point of the Arches,5,1,green_urchin,1,0,0,0,0,NA,NA
2015,Point of the Arches,5,1,kelp_crab,1,0,0,0,0,NA,NA
2015,Point of the Arches,5,1,large_anemone,3,0.008064516129032258,0.04417117399235211,0.02550223919490629,0.08333333333333333,0.14433756729740643,0.08333333333333333
2015,Point of the Arches,5,1,large_nudibranch,1,0,0,0,0,NA,NA
2015,Point of the Arches,5,1,large_sea_star,2,0.015625,0.06051536478449089,0.0427908248050911,0.125,0.1767766952966369,0.125
2015,Point of the Arches,5,1,large_seastar,1,0.25,0,0,0.25,NA,NA
2015,Point of the Arches,5,1,leather_star,3,0.36363636363636365,0.10820346103852803,0.06247129735784335,0.3611111111111111,0.1272937693043289,0.07349309197401642
2015,Point of the Arches,5,1,med_nudibranch,2,0.015873015873015872,0.07098628499999332,0.05019488349473617,0.16666666666666666,0.23570226039551584,0.16666666666666666
2015,Point of the Arches,5,1,med_sea_star,1,0,0,0,0,NA,NA
2015,Point of the Arches,5,1,orange_cucumber,2,0.42857142857142855,0.3711537444790451,0.26244532958391187,0.375,0.5303300858899106,0.37499999999999994
2015,Point of the Arches,5,1,P_ochraceous,1,0.6666666666666666,0,0,0.6666666666666666,NA,NA
2015,Point of the Arches,5,1,purple_urchin,1,0,0,0,0,NA,NA
2015,Point of the Arches,5,1,sea_cucumber,1,0,0,0,0,NA,NA
2015,Point of the Arches,5,1,shelled_gastropod,3,0.014925373134328358,0.05923323830741621,0.03419832608176,0.08333333333333333,0.14433756729740643,0.08333333333333333
2015,Point of the Arches,5,1,small_anemone,1,0,0,0,0,NA,NA
2015,Point of the Arches,5,1,tunicate,2,1.4285714285714286,1.2371791482634837,0.8748177652797063,1.25,1.7677669529663689,1.25
2015,Point of the Arches,5,2,bivalve,2,0,0,0,0,0,0
2015,Point of the Arches,5,2,blood_star,4,0.6,0.3815174380753199,0.19075871903765995,0.6458333333333333,0.47324236215002274,0.23662118107501137
2015,Point of the Arches,5,2,Cal_cuc,1,0,0,0,0,NA,NA
2015,Point of the Arches,5,2,chiton,2,0,0,0,0,0,0
2015,Point of the Arches,5,2,crabs,2,0,0,0,0,0,0
2015,Point of the Arches,5,2,green_urchin,1,0,0,0,0,NA,NA
2015,Point of the Arches,5,2,kelp_crab,1,0.3333333333333333,0,0,0.3333333333333333,NA,NA
2015,Point of the Arches,5,2,large_anemone,4,0.007874015748031496,0.04366352955279298,0.02183176477639649,0.0625,0.125,0.0625
2015,Point of the Arches,5,2,large_nudibranch,1,0.6666666666666666,0,0,0.6666666666666666,NA,NA
2015,Point of the Arches,5,2,large_sea_star,2,0,0,0,0,0,0
2015,Point of the Arches,5,2,large_seastar,1,0.25,0,0,0.25,NA,NA
2015,Point of the Arches,5,2,leather_star,4,0.4,0.1699673171197595,0.08498365855987974,0.41666666666666663,0.20412414523193148,0.10206207261596574
2015,Point of the Arches,5,2,med_nudibranch,2,0,0,0,0,0,0
2015,Point of the Arches,5,2,med_sea_star,1,0,0,0,0,NA,NA
2015,Point of the Arches,5,2,orange_cucumber,1,1,0,0,1,NA,NA
2015,Point of the Arches,5,2,P_ochraceous,1,0,0,0,0,NA,NA
2015,Point of the Arches,5,2,purple_urchin,1,0,0,0,0,NA,NA
2015,Point of the Arches,5,2,sea_cucumber,1,0,0,0,0,NA,NA
2015,Point of the Arches,5,2,shelled_gastropod,3,0,0,0,0,0,0
2015,Point of the Arches,5,2,small_anemone,1,0,0,0,0,NA,NA
2015,Point of the Arches,5,2,tunicate,1,2.75,0,0,2.75,NA,NA
2015,Rock 305,5,1,bivalve,2,0,0,0,0,0,0
2015,Rock 305,5,1,blood_star,2,0.2857142857142857,0.04123930494211611,0.029160592175990204,0.29166666666666663,0.058925565098878946,0.04166666666666665
2015,Rock 305,5,1,Cal_cuc,1,0,0,0,0,NA,NA
2015,Rock 305,5,1,chiton,2,0,0,0,0,0,0
2015,Rock 305,5,1,crabs,2,0,0,0,0,0,0
2015,Rock 305,5,1,green_urchin,1,0,0,0,0,NA,NA
2015,Rock 305,5,1,kelp_crab,1,0,0,0,0,NA,NA
2015,Rock 305,5,1,large_anemone,3,0.04032258064516129,0.22085586996176054,0.12751119597453145,0.4166666666666667,0.7216878364870323,0.41666666666666674
2015,Rock 305,5,1,large_nudibranch,1,0,0,0,0,NA,NA
2015,Rock 305,5,1,large_sea_star,2,0,0,0,0,0,0
2015,Rock 305,5,1,large_seastar,1,0,0,0,0,NA,NA
2015,Rock 305,5,1,leather_star,2,0.2857142857142857,0.04123930494211611,0.029160592175990204,0.29166666666666663,0.058925565098878946,0.04166666666666665
2015,Rock 305,5,1,med_nudibranch,2,0,0,0,0,0,0
2015,Rock 305,5,1,med_sea_star,1,0,0,0,0,NA,NA
2015,Rock 305,5,1,orange_cucumber,1,0.5,0,0,0.5,NA,NA
2015,Rock 305,5,1,P_ochraceous,1,0,0,0,0,NA,NA
2015,Rock 305,5,1,purple_urchin,1,0,0,0,0,NA,NA
2015,Rock 305,5,1,sea_cucumber,1,0,0,0,0,NA,NA
2015,Rock 305,5,1,shelled_gastropod,3,0.008130081300813009,0.0514191489458273,0.029686859485374858,0.1111111111111111,0.19245008972987526,0.11111111111111112
2015,Rock 305,5,1,small_anemone,1,0,0,0,0,NA,NA
2015,Rock 305,5,1,tunicate,1,2,0,0,2,NA,NA
2015,Rock 305,5,2,bivalve,2,0,0,0,0,0,0
2015,Rock 305,5,2,blood_star,1,0.3333333333333333,0,0,0.3333333333333333,NA,NA
