YEAR,SITE,CLASSCODE,N,MEAN,SD,SE
2017,Cape Alava,BEDRK,20,0.3083333333333333,2.065254894142071,0.46180503341658025
2017,Cape Alava,BOULD,20,0.57,2.2140460699813813,0.4950757517794625
2017,Cape Alava,COB,20,0.10166666666666667,1.3515217760402942,0.3022094564297344
2017,Cape Alava,SAND,20,0.02,0.6260990336999411,0.13999999999999999
2017,Tatoosh Island,BEDRK,13,0.958974358974359,0.7151594168106794,0.19834953441860215
2017,Tatoosh Island,BOULD,13,0.0358974358974359,0.6707566845843058,0.1860344322791493
2017,Tatoosh Island,COB,13,0.002564102564102564,0.18233996612883102,0.0505720074956821
2017,Tatoosh Island,SAND,13,0.002564102564102564,0.18233996612883102,0.0505720074956821
2017,Neah Bay,BEDRK,16,0.6375,1.922888452302941,0.48072211307573526
2017,Neah Bay,BOULD,16,0.16874999999999998,1.4981238266578634,0.37453095666446584
2017,Neah Bay,COB,16,0.11666666666666667,1.2840906856172147,0.3210226714043037
2017,Neah Bay,SAND,16,0.07708333333333334,1.0668945069166347,0.26672362672915867
2018,Destruction Island,BEDRK,15,0.94,0.9197825830053539,0.23748684174075843
2018,Destruction Island,BOULD,15,0.06,0.9197825830053534,0.23748684174075832
2018,Destruction Island,COB,15,0,0,0
2018,Destruction Island,SAND,15,0,0,0
2018,Cape Johnson,BEDRK,15,0.11333333333333333,1.2277350419912814,0.3169998247458331
2018,Cape Johnson,BOULD,15,0.5888888888888889,1.9056446367257147,0.4920353294552117
2018,Cape Johnson,COB,15,0.24666666666666667,1.6695308722312785,0.4310710176087256
2018,Cape Johnson,SAND,15,0.051111111111111114,0.8529252496447045,0.22022435249558292
2018,Cape Alava,BEDRK,16,0.16041666666666668,1.4679681725281224,0.3669920431320306
2018,Cape Alava,BOULD,16,0.6895833333333333,1.8506567903194682,0.46266419757986704
2018,Cape Alava,COB,16,0.14791666666666667,1.4200694427464533,0.3550173606866133
2018,Cape Alava,SAND,16,0.0020833333333333333,0.1823839052353274,0.04559597630883185
2018,Tatoosh Island,BEDRK,15,0.8622222222222222,1.3348879825385822,0.3446665950282897
2018,Tatoosh Island,BOULD,15,0.1,1.161895003862225,0.3
2018,Tatoosh Island,COB,15,0.011111111111111112,0.40597390903211356,0.1048220125784067
2018,Tatoosh Island,SAND,15,0.02666666666666667,0.6239658110292048,0.16110727964792762
2018,Neah Bay,BEDRK,15,0.5177777777777778,1.9352672320016322,0.4996838506668831
2018,Neah Bay,BOULD,15,0.17333333333333334,1.4660604807897024,0.3785351884420904
2018,Neah Bay,COB,15,0.20222222222222222,1.555611110119083,0.40165706151109604
2018,Neah Bay,SAND,15,0.10666666666666667,1.1955472944778611,0.30868898407440604
2019,Destruction Island,BEDRK,16,0.9583333333333334,0.7993052538854529,0.19982631347136323
2019,Destruction Island,BOULD,16,0.0375,0.7599342076785331,0.1899835519196333
2019,Destruction Island,COB,16,0.004166666666666667,0.2576604138956718,0.06441510347391795
2019,Destruction Island,SAND,16,0,0,0
2019,Cape Johnson,BEDRK,15,0,0,0
2019,Cape Johnson,BOULD,15,0.7977777777777777,1.5556111101190833,0.4016570615110961
2019,Cape Johnson,COB,15,0.17333333333333334,1.4660604807897024,0.3785351884420904
2019,Cape Johnson,SAND,15,0.02888888888888889,0.648702408516274,0.16749424165521132
2019,Cape Alava,BEDRK,16,0.3,1.833030277982336,0.458257569495584
2019,Cape Alava,BOULD,16,0.5770833333333333,1.97608971343802,0.494022428359505
2019,Cape Alava,COB,16,0.1125,1.2639224659764539,0.31598061649411346
2019,Cape Alava,SAND,16,0.010416666666666668,0.40611643103370687,0.10152910775842672
2019,Tatoosh Island,BEDRK,14,0.8571428571428571,1.3093073414159544,0.3499271061118826
2019,Tatoosh Island,BOULD,14,0.1380952380952381,1.2908714910281374,0.344999917841523
2019,Tatoosh Island,COB,14,0.0023809523809523807,0.18235670608444388,0.04873687973918743
2019,Tatoosh Island,SAND,14,0.0023809523809523807,0.18235670608444388,0.04873687973918743
2019,Neah Bay,BEDRK,15,0.6195402298850574,1.8803329496622174,0.48549987995778915
2019,Neah Bay,BOULD,15,0.29563218390804596,1.767344600293638,0.45632641359645754
2019,Neah Bay,COB,15,0.06007662835249042,0.9203322259783733,0.23762875894614938
2019,Neah Bay,SAND,15,0.02475095785440613,0.6017268641962341,0.15536520826650843
